time,l_per,l_abs,b_per,b_abs
1725022470,23685,13.3826,9905,9.0894
1725022512,23685,13.3826,9905,9.0894
1725022598,23685,13.3826,9905,9.0894
1725022716,23823,13.4606,9989,9.1665
1725022874,23823,13.4606,9989,9.1665
1725023003,23840,13.4702,10003,9.1793
1725023016,23862,13.4827,10025,9.1995
1725023076,24299,13.7296,10160,9.3234
1725023087,24299,13.7296,10160,9.3234
1725023094,24299,13.7296,10160,9.3234
1725023101,24299,13.7296,10160,9.3234
1725023410,24301,13.7307,10162,9.3252
1725023447,24304,13.7324,10165,9.3280
1725023666,24304,13.7324,10165,9.3280
1725023987,24304,13.7324,10165,9.3280
1725024350,24304,13.7324,10165,9.3280
1725024552,24304,13.7324,10165,9.3280
1725024621,24305,13.7330,10166,9.3289
1725024727,24305,13.7330,10166,9.3289
1725024803,24305,13.7330,10166,9.3289
1725025039,24305,13.7330,10166,9.3289
1725025111,24305,13.7330,10166,9.3289
1725025797,24305,13.7330,10166,9.3289
1725025994,24317,13.7397,10175,9.3372
1725026014,24317,13.7397,10175,9.3372
1725026184,24317,13.7397,10175,9.3372
1725026323,24317,13.7397,10175,9.3372
1725026613,24317,13.7397,10175,9.3372
1725026634,24317,13.7397,10175,9.3372
1725027031,24317,13.7397,10175,9.3372
1725027197,24317,13.7397,10175,9.3372
1725027204,24317,13.7397,10175,9.3372
1725027372,24317,13.7397,10175,9.3372
1725027451,26662,15.0647,11346,10.4118
1725027596,26662,15.0647,11346,10.4118
1725027606,26662,15.0647,11346,10.4118
1725027626,26662,15.0647,11346,10.4118
1725027643,26666,15.0670,11348,10.4136
1725027757,26666,15.0670,11348,10.4136
1725028059,26666,15.0670,11348,10.4136
1725028149,26666,15.0670,11348,10.4136
1725028543,26666,15.0670,11348,10.4136
1725028695,26666,15.0670,11348,10.4136
1725028759,26666,15.0670,11348,10.4136
1725028772,26666,15.0670,11348,10.4136
1725028924,26666,15.0670,11348,10.4136
1725029070,26666,15.0670,11348,10.4136
1725029146,26666,15.0670,11348,10.4136
1725029294,26666,15.0670,11348,10.4136
1725029305,26666,15.0670,11348,10.4136
1725029474,26666,15.0670,11348,10.4136
1725029495,26666,15.0670,11348,10.4136
1725029686,26666,15.0670,11348,10.4136
1725029740,26666,15.0670,11348,10.4136
1725029850,26666,15.0670,11348,10.4136
1725029960,26666,15.0670,11348,10.4136
1725029974,26666,15.0670,11348,10.4136
1725030233,26666,15.0670,11348,10.4136
1725030361,26666,15.0670,11348,10.4136
1725030711,26666,15.0670,11348,10.4136
1725030772,26666,15.0670,11348,10.4136
1725030842,26666,15.0670,11348,10.4136
1725031069,26666,15.0670,11348,10.4136
1725032222,26667,15.0675,11350,10.4154
1725032452,26667,15.0675,11350,10.4154
1725032533,26667,15.0675,11350,10.4154
1725032638,26667,15.0675,11350,10.4154
1725032765,26667,15.0675,11350,10.4154
1725032902,26667,15.0675,11350,10.4154
1725033003,26667,15.0675,11350,10.4154
1725033077,26667,15.0675,11350,10.4154
1725033606,26667,15.0675,11350,10.4154
1725034376,26667,15.0675,11350,10.4154
1725034791,26667,15.0675,11350,10.4154
1725034860,26696,15.0839,11397,10.4586
1725034942,26696,15.0839,11397,10.4586
1725035788,26696,15.0839,11397,10.4586
1725035840,26696,15.0839,11397,10.4586
1725035879,26697,15.0845,11398,10.4595
1725036277,26699,15.0856,11400,10.4613
1725036336,26699,15.0856,11400,10.4613
1725036384,26699,15.0856,11400,10.4613
1725036516,26699,15.0856,11400,10.4613
1725037013,26699,15.0856,11400,10.4613
1725037038,26699,15.0856,11400,10.4613
1725037413,26699,15.0856,11400,10.4613
1725037756,26699,15.0856,11400,10.4613
1725037766,26699,15.0856,11400,10.4613
1725037866,26707,15.0901,11408,10.4686
1725037880,26707,15.0901,11408,10.4686
1725038275,27905,15.7671,12121,11.1229
1725038439,27905,15.7671,12121,11.1229
1725038469,27905,15.7671,12121,11.1229
1725039713,27905,15.7671,12121,11.1229
1725041090,27905,15.7671,12121,11.1229
1725042169,27905,15.7671,12121,11.1229
1725042391,27905,15.7671,12121,11.1229
1725042399,27910,15.7699,12125,11.1266
1725042645,27910,15.7699,12125,11.1266
1725042769,27910,15.7699,12125,11.1266
1725042956,27910,15.7699,12125,11.1266
1725043301,27910,15.7699,12125,11.1266
1725043462,27910,15.7699,12125,11.1266
1725043608,27910,15.7699,12125,11.1266
1725043615,27921,15.7761,12133,11.1340
1725043749,27921,15.7761,12133,11.1340
1725043917,27935,15.7840,12138,11.1385
1725044478,27935,15.7840,12138,11.1385
1725044630,27935,15.7840,12138,11.1385
1725044776,27935,15.7840,12138,11.1385
1725044799,27935,15.7840,12138,11.1385
1725044878,27935,15.7840,12138,11.1385
1725045048,27940,15.7868,12147,11.1468
1725045067,27940,15.7868,12147,11.1468
1725045422,27940,15.7868,12147,11.1468
1725045601,27940,15.7868,12147,11.1468
1725046329,27940,15.7868,12147,11.1468
1725046675,27941,15.7874,12148,11.1477
1725047250,27961,15.7987,12159,11.1578
1725048061,27961,15.7987,12159,11.1578
1725048429,27961,15.7987,12159,11.1578
1725048632,27965,15.8010,12160,11.1587
1725049055,27965,15.8010,12160,11.1587
1725049357,27965,15.8010,12160,11.1587
1725049458,27965,15.8010,12160,11.1587
1725050413,27965,15.8010,12160,11.1587
1725050718,27978,15.8083,12167,11.1652
1725051320,27978,15.8083,12167,11.1652
1725051687,27978,15.8083,12167,11.1652
1725051758,27981,15.8100,12169,11.1670
1725052873,27981,15.8100,12169,11.1670
1725054198,27981,15.8100,12169,11.1670
1725054207,27981,15.8100,12169,11.1670
1725054292,27981,15.8100,12169,11.1670
1725054381,27981,15.8100,12169,11.1670
1725054390,27981,15.8100,12169,11.1670
1725055357,27981,15.8100,12169,11.1670
1725055706,27981,15.8100,12169,11.1670
1725056337,27981,15.8100,12169,11.1670
1725056722,27981,15.8100,12169,11.1670
1725056731,27981,15.8100,12169,11.1670
1725057259,27981,15.8100,12169,11.1670
1725057322,27981,15.8100,12169,11.1670
1725057958,27981,15.8100,12169,11.1670
1725058134,27981,15.8100,12169,11.1670
1725058226,27981,15.8100,12169,11.1670
1725058258,27981,15.8100,12169,11.1670
1725059245,27981,15.8100,12169,11.1670
1725060392,27981,15.8100,12169,11.1670
1725060400,27981,15.8100,12169,11.1670
1725060831,27981,15.8100,12169,11.1670
1725061251,27981,15.8100,12169,11.1670
1725061280,27981,15.8100,12169,11.1670
1725061291,27981,15.8100,12169,11.1670
1725062062,27981,15.8100,12169,11.1670
1725062113,27981,15.8100,12169,11.1670
1725062642,27981,15.8100,12169,11.1670
1725062770,27981,15.8100,12169,11.1670
1725063185,27981,15.8100,12169,11.1670
1725063863,27981,15.8100,12169,11.1670
1725065409,27981,15.8100,12169,11.1670
1725066569,27981,15.8100,12169,11.1670
1725067422,27981,15.8100,12169,11.1670
1725069307,27981,15.8100,12169,11.1670
1725069616,27981,15.8100,12169,11.1670
1725070078,27981,15.8100,12169,11.1670
1725070686,27981,15.8100,12169,11.1670
1725071159,27981,15.8100,12169,11.1670
1725071951,27981,15.8100,12169,11.1670
1725072092,27981,15.8100,12169,11.1670
1725072958,27981,15.8100,12169,11.1670
1725073272,27981,15.8100,12169,11.1670
1725073470,27981,15.8100,12169,11.1670
1725073739,27981,15.8100,12169,11.1670
1725074095,27981,15.8100,12169,11.1670
1725074188,27981,15.8100,12169,11.1670
1725075543,27981,15.8100,12169,11.1670
1725076192,27981,15.8100,12169,11.1670
1725076720,27983,15.8111,12171,11.1688
1725077244,27983,15.8111,12171,11.1688
1725078471,27983,15.8111,12171,11.1688
1725079063,27983,15.8111,12172,11.1697
1725079391,28010,15.8264,12177,11.1743
1725080224,28010,15.8264,12177,11.1743
1725080275,28064,15.8569,12213,11.2074
1725080792,28064,15.8569,12213,11.2074
1725084175,28078,15.8648,12225,11.2184
1725084653,28078,15.8648,12225,11.2184
1725084772,28078,15.8648,12225,11.2184
1725084907,28078,15.8648,12225,11.2184
1725085168,28078,15.8648,12225,11.2184
1725085614,28078,15.8648,12225,11.2184
1725085838,28078,15.8648,12225,11.2184
1725087337,28078,15.8648,12225,11.2184
1725087366,28078,15.8648,12225,11.2184
1725088231,28078,15.8648,12225,11.2184
1725088363,28078,15.8648,12225,11.2184
1725088866,28078,15.8648,12225,11.2184
1725088895,28078,15.8648,12225,11.2184
1725091521,28078,15.8648,12225,11.2184
1725093115,28078,15.8648,12225,11.2184
1725094902,28078,15.8648,12225,11.2184
1725096319,28078,15.8648,12225,11.2184
1725096438,28078,15.8648,12225,11.2184
1725097061,28078,15.8648,12225,11.2184
1725097890,28078,15.8648,12225,11.2184
1725098308,28078,15.8648,12225,11.2184
1725098413,28078,15.8648,12225,11.2184
1725098820,28078,15.8648,12225,11.2184
1725099216,28078,15.8648,12225,11.2184
1725101114,28078,15.8648,12225,11.2184
1725101303,28078,15.8648,12225,11.2184
1725101472,28078,15.8648,12225,11.2184
1725101535,28078,15.8648,12225,11.2184
1725101930,28078,15.8648,12225,11.2184
1725102380,28078,15.8648,12225,11.2184
1725102648,28078,15.8648,12225,11.2184
1725102817,28078,15.8648,12225,11.2184
1725104450,28078,15.8648,12225,11.2184
1725105203,28078,15.8648,12225,11.2184
1725106613,28078,15.8648,12225,11.2184
1725108785,28078,15.8648,12225,11.2184
