time,l_per,l_abs,b_per,b_abs
1725605567,7615,31.7742,4011,20.3852
1725605578,7615,31.7742,4011,20.3852
1725605838,7615,31.7742,4011,20.3852
1725605843,7656,31.9453,4034,20.5021
1725606147,7656,31.9453,4034,20.5021
1725606430,7665,31.9828,4047,20.5682
1725606598,7665,31.9828,4047,20.5682
1725607015,7665,31.9828,4047,20.5682
1725607019,7665,31.9828,4047,20.5682
1725607023,7665,31.9828,4047,20.5682
1725607060,7695,32.1080,4080,20.7359
1725607064,7695,32.1080,4080,20.7359
1725607422,7695,32.1080,4080,20.7359
1725607425,7695,32.1080,4082,20.7461
1725607520,7695,32.1080,4082,20.7461
1725607733,7695,32.1080,4082,20.7461
1725608178,7703,32.1414,4089,20.7817
1725608182,7703,32.1414,4089,20.7817
1725608260,7703,32.1414,4089,20.7817
1725608451,7703,32.1414,4089,20.7817
1725608463,7703,32.1414,4089,20.7817
1725608702,7703,32.1414,4089,20.7817
1725609280,7711,32.1747,4092,20.7969
1725609304,7711,32.1747,4092,20.7969
1725609552,7713,32.1831,4095,20.8122
1725609979,7713,32.1831,4096,20.8172
1725610045,7713,32.1831,4096,20.8172
1725610309,7713,32.1831,4096,20.8172
1725611282,7757,32.3667,4130,20.9900
1725611642,7757,32.3667,4130,20.9900
1725611684,7757,32.3667,4130,20.9900
1725612040,7758,32.3709,4132,21.0002
1725612098,7758,32.3709,4133,21.0053
1725612185,7758,32.3709,4133,21.0053
1725612376,7758,32.3709,4133,21.0053
1725612669,7758,32.3709,4133,21.0053
1725613184,7777,32.4501,4139,21.0358
1725613192,7777,32.4501,4139,21.0358
1725614230,7777,32.4501,4139,21.0358
1725614682,7777,32.4501,4140,21.0409
1725614837,7777,32.4501,4140,21.0409
1725614902,7791,32.5086,4145,21.0663
1725615271,7791,32.5086,4145,21.0663
1725615615,7791,32.5086,4148,21.0815
1725616170,7792,32.5127,4149,21.0866
1725616309,7797,32.5336,4150,21.0917
1725616344,7797,32.5336,4150,21.0917
1725616562,7797,32.5336,4150,21.0917
1725616630,7797,32.5336,4150,21.0917
1725616644,7799,32.5419,4157,21.1273
1725617724,7801,32.5503,4159,21.1374
