time,l_per,l_abs,b_per,b_abs
1725330914,23685,13.3826,9905,9.0894
1725330956,23685,13.3826,9905,9.0894
1725331052,23685,13.3826,9905,9.0894
1725331059,23685,13.3826,9905,9.0894
1725331174,23845,13.4730,10011,9.1867
1725331245,23862,13.4827,10025,9.1995
1725331396,23862,13.4827,10025,9.1995
1725331472,23862,13.4827,10025,9.1995
1725331558,24299,13.7296,10160,9.3234
1725331625,24299,13.7296,10160,9.3234
1725332055,24299,13.7296,10160,9.3234
1725332138,24299,13.7296,10160,9.3234
1725332181,24301,13.7307,10162,9.3252
1725332771,24301,13.7307,10162,9.3252
1725332808,24301,13.7307,10162,9.3252
1725332866,24301,13.7307,10162,9.3252
1725332931,24301,13.7307,10162,9.3252
1725333075,24301,13.7307,10162,9.3252
1725333581,24301,13.7307,10162,9.3252
1725333589,24358,13.7629,10202,9.3620
1725333609,24358,13.7629,10202,9.3620
1725333629,24358,13.7629,10202,9.3620
1725333753,24359,13.7635,10203,9.3629
1725334151,24359,13.7635,10203,9.3629
1725334696,24359,13.7635,10203,9.3629
1725335225,24359,13.7635,10203,9.3629
1725335244,24359,13.7635,10203,9.3629
1725335257,24360,13.7640,10205,9.3647
1725335486,24364,13.7663,10206,9.3656
1725335652,24364,13.7663,10206,9.3656
1725335665,24364,13.7663,10206,9.3656
1725335885,24364,13.7663,10206,9.3656
1725335959,24364,13.7663,10206,9.3656
1725336006,24364,13.7663,10206,9.3656
1725336026,24364,13.7663,10206,9.3656
1725336567,24364,13.7663,10206,9.3656
1725336674,24364,13.7663,10206,9.3656
1725337340,24368,13.7686,10210,9.3693
1725337353,24368,13.7686,10210,9.3693
1725337553,24368,13.7686,10210,9.3693
1725337689,24381,13.7759,10221,9.3794
1725337773,24385,13.7782,10228,9.3858
1725338267,24385,13.7782,10228,9.3858
1725338395,24385,13.7782,10228,9.3858
1725338430,24389,13.7804,10230,9.3876
1725338482,24389,13.7804,10230,9.3876
1725338520,24402,13.7878,10237,9.3941
1725338864,24402,13.7878,10237,9.3941
1725339176,25585,14.4562,10959,10.0566
1725339496,25585,14.4562,10959,10.0566
1725340432,25585,14.4562,10959,10.0566
1725340444,25585,14.4562,10959,10.0566
1725340474,25585,14.4562,10959,10.0566
1725341605,25585,14.4562,10959,10.0566
1725341789,25587,14.4573,10960,10.0575
1725341796,25587,14.4573,10960,10.0575
1725342099,25587,14.4573,10960,10.0575
1725342172,25590,14.4590,10963,10.0603
1725342450,25590,14.4590,10963,10.0603
1725342471,25590,14.4590,10963,10.0603
1725342479,25590,14.4590,10963,10.0603
1725342487,25590,14.4590,10963,10.0603
1725342564,25590,14.4590,10963,10.0603
1725342980,25590,14.4590,10963,10.0603
1725343116,25590,14.4590,10963,10.0603
1725343241,25590,14.4590,10963,10.0603
1725343634,25598,14.4635,10971,10.0676
1725343709,25598,14.4635,10971,10.0676
1725343776,25598,14.4635,10971,10.0676
1725343973,25610,14.4703,10980,10.0759
1725344112,25610,14.4703,10980,10.0759
1725344188,25610,14.4703,10980,10.0759
1725344200,25610,14.4703,10980,10.0759
1725344209,25610,14.4703,10980,10.0759
1725344517,25610,14.4703,10980,10.0759
1725344627,25610,14.4703,10980,10.0759
1725345164,25610,14.4703,10980,10.0759
1725345247,25610,14.4703,10980,10.0759
1725345273,25610,14.4703,10980,10.0759
1725345387,25610,14.4703,10980,10.0759
1725346375,25610,14.4703,10980,10.0759
1725346450,27955,15.7953,12151,11.1505
1725346462,27975,15.8066,12162,11.1606
1725346631,27975,15.8066,12162,11.1606
1725346900,27975,15.8066,12162,11.1606
1725346910,27975,15.8066,12162,11.1606
1725347315,27975,15.8066,12162,11.1606
1725347326,27975,15.8066,12162,11.1606
1725347358,27975,15.8066,12162,11.1606
1725348100,27975,15.8066,12162,11.1606
1725348214,27975,15.8066,12162,11.1606
1725348334,27975,15.8066,12162,11.1606
1725348355,27975,15.8066,12162,11.1606
1725348439,27975,15.8066,12162,11.1606
1725349260,27975,15.8066,12162,11.1606
1725349571,27975,15.8066,12162,11.1606
1725349590,27975,15.8066,12162,11.1606
1725349861,27975,15.8066,12162,11.1606
1725349916,27975,15.8066,12162,11.1606
1725349970,27975,15.8066,12162,11.1606
1725351373,27975,15.8066,12162,11.1606
1725351751,27975,15.8066,12162,11.1606
1725351985,27975,15.8066,12162,11.1606
1725352528,27975,15.8066,12162,11.1606
1725352550,27975,15.8066,12162,11.1606
1725353006,27976,15.8072,12163,11.1615
1725353042,27976,15.8072,12163,11.1615
1725353328,27976,15.8072,12163,11.1615
1725354043,27976,15.8072,12163,11.1615
1725354459,27976,15.8072,12163,11.1615
1725354479,27976,15.8072,12163,11.1615
1725354913,27976,15.8072,12163,11.1615
1725354929,27976,15.8072,12163,11.1615
1725354977,27976,15.8072,12163,11.1615
1725355132,27976,15.8072,12163,11.1615
1725355775,27976,15.8072,12163,11.1615
1725356005,27983,15.8111,12170,11.1679
1725356611,27983,15.8111,12170,11.1679
1725356711,27983,15.8111,12170,11.1679
1725356720,27983,15.8111,12170,11.1679
1725357095,27983,15.8111,12170,11.1679
1725357112,27983,15.8111,12170,11.1679
1725357195,27983,15.8111,12170,11.1679
1725357546,27983,15.8111,12170,11.1679
1725358117,28010,15.8264,12175,11.1725
1725358481,28010,15.8264,12175,11.1725
1725358555,28010,15.8264,12175,11.1725
1725359654,28010,15.8264,12175,11.1725
1725360224,28010,15.8264,12175,11.1725
1725360254,28010,15.8264,12175,11.1725
1725361218,28010,15.8264,12175,11.1725
1725361338,28010,15.8264,12175,11.1725
1725361544,28024,15.8343,12180,11.1771
1725362006,28024,15.8343,12180,11.1771
1725362157,28024,15.8343,12180,11.1771
1725362411,28024,15.8343,12180,11.1771
1725362439,28024,15.8343,12180,11.1771
1725363113,28029,15.8371,12183,11.1798
1725364408,28029,15.8371,12183,11.1798
1725364982,28029,15.8371,12183,11.1798
1725365485,28029,15.8371,12183,11.1798
1725366196,28029,15.8371,12183,11.1798
1725366963,28029,15.8371,12183,11.1798
1725370439,28029,15.8371,12183,11.1798
1725370480,28031,15.8382,12186,11.1826
1725370547,28031,15.8382,12186,11.1826
1725371413,28031,15.8382,12186,11.1826
1725371425,28031,15.8382,12186,11.1826
1725371591,28031,15.8382,12186,11.1826
1725371653,28032,15.8388,12187,11.1835
1725371724,28032,15.8388,12187,11.1835
1725371950,28032,15.8388,12187,11.1835
1725371994,28032,15.8388,12187,11.1835
1725372001,28032,15.8388,12187,11.1835
1725372013,28032,15.8388,12187,11.1835
1725372587,28032,15.8388,12187,11.1835
1725372842,28032,15.8388,12187,11.1835
1725373654,28032,15.8388,12187,11.1835
1725373784,28032,15.8388,12187,11.1835
1725375954,28033,15.8394,12188,11.1844
1725376015,28033,15.8394,12188,11.1844
1725376326,28033,15.8394,12188,11.1844
1725376439,28033,15.8394,12188,11.1844
1725376709,28033,15.8394,12188,11.1844
1725380868,28033,15.8394,12188,11.1844
1725380950,28033,15.8394,12188,11.1844
1725381696,28033,15.8394,12188,11.1844
1725382236,28033,15.8394,12188,11.1844
1725382250,28048,15.8478,12192,11.1881
1725382303,28048,15.8478,12192,11.1881
1725383053,28048,15.8478,12192,11.1881
1725383168,28048,15.8478,12192,11.1881
1725383431,28048,15.8478,12192,11.1881
1725385358,28048,15.8478,12192,11.1881
1725385782,28048,15.8478,12192,11.1881
1725385790,28048,15.8478,12192,11.1881
1725385869,28048,15.8478,12192,11.1881
1725385905,28048,15.8478,12192,11.1881
1725386502,28048,15.8478,12192,11.1881
1725386515,28048,15.8478,12192,11.1881
1725386683,28048,15.8478,12192,11.1881
1725386695,28048,15.8478,12192,11.1881
1725386928,28048,15.8478,12192,11.1881
1725387448,28048,15.8478,12192,11.1881
1725387623,28048,15.8478,12192,11.1881
1725389076,28048,15.8478,12192,11.1881
1725389089,28048,15.8478,12192,11.1881
1725389286,28048,15.8478,12192,11.1881
1725390400,28048,15.8478,12192,11.1881
1725391316,28048,15.8478,12192,11.1881
1725393050,28049,15.8484,12193,11.1890
1725393075,28049,15.8484,12193,11.1890
1725393262,28617,16.1693,12359,11.3413
1725393408,28617,16.1693,12359,11.3413
1725393766,28617,16.1693,12359,11.3413
1725394316,28617,16.1693,12359,11.3413
1725394334,28617,16.1693,12359,11.3413
1725394498,28617,16.1693,12359,11.3413
1725394871,28617,16.1693,12359,11.3413
1725395343,28617,16.1693,12359,11.3413
1725395947,28617,16.1693,12359,11.3413
1725396029,28617,16.1693,12359,11.3413
1725396912,28617,16.1693,12359,11.3413
1725397366,28617,16.1693,12359,11.3413
1725397374,28617,16.1693,12359,11.3413
1725397547,28618,16.1699,12360,11.3423
1725397864,28618,16.1699,12360,11.3423
1725397874,28618,16.1699,12360,11.3423
1725398807,28618,16.1699,12360,11.3423
1725398819,28618,16.1699,12360,11.3423
1725398889,28618,16.1699,12360,11.3423
1725399167,28618,16.1699,12360,11.3423
1725399394,28618,16.1699,12360,11.3423
1725400206,28618,16.1699,12360,11.3423
1725401950,28618,16.1699,12360,11.3423
1725402852,28618,16.1699,12360,11.3423
1725403219,28618,16.1699,12360,11.3423
1725403316,28618,16.1699,12360,11.3423
1725406952,28618,16.1699,12360,11.3423
1725407504,28618,16.1699,12360,11.3423
1725407533,28635,16.1795,12367,11.3487
1725407993,28635,16.1795,12367,11.3487
1725408799,28635,16.1795,12367,11.3487
1725408947,28635,16.1795,12367,11.3487
1725410182,28635,16.1795,12367,11.3487
1725410601,28636,16.1801,12369,11.3505
1725411021,28636,16.1801,12369,11.3505
1725411178,28636,16.1801,12369,11.3505
1725411917,28636,16.1801,12369,11.3505
1725413363,28636,16.1801,12369,11.3505
1725414107,28636,16.1801,12369,11.3505
