time,l_per,l_abs,b_per,b_abs
1725419741,23685,13.3826,9905,9.0894
1725419783,23685,13.3826,9905,9.0894
1725419797,23802,13.4487,9977,9.1555
1725419822,23828,13.4634,9995,9.1720
1725419868,23850,13.4759,10017,9.1922
1725420026,23850,13.4759,10017,9.1922
1725420390,23850,13.4759,10017,9.1922
1725420510,24287,13.7228,10152,9.3161
1725421208,24287,13.7228,10152,9.3161
1725421223,24287,13.7228,10152,9.3161
1725421341,24287,13.7228,10152,9.3161
1725421417,24287,13.7228,10152,9.3161
1725421526,24287,13.7228,10152,9.3161
1725421540,24289,13.7239,10154,9.3179
1725421551,24289,13.7239,10154,9.3179
1725421610,24289,13.7239,10154,9.3179
1725421958,24292,13.7256,10157,9.3207
1725421965,24309,13.7352,10169,9.3317
1725422032,24309,13.7352,10169,9.3317
1725422169,24327,13.7454,10179,9.3408
1725422423,24327,13.7454,10179,9.3408
1725422447,24327,13.7454,10179,9.3408
1725422778,24327,13.7454,10179,9.3408
1725422807,24356,13.7618,10226,9.3840
1725422818,24356,13.7618,10226,9.3840
1725423142,24356,13.7618,10226,9.3840
1725423206,24356,13.7618,10226,9.3840
1725423217,24356,13.7618,10226,9.3840
1725423658,24356,13.7618,10226,9.3840
1725424171,24356,13.7618,10226,9.3840
1725424239,24356,13.7618,10226,9.3840
1725424298,24356,13.7618,10226,9.3840
1725424357,24356,13.7618,10226,9.3840
1725424697,24356,13.7618,10226,9.3840
1725424898,24356,13.7618,10226,9.3840
1725425831,24356,13.7618,10226,9.3840
1725425905,24356,13.7618,10226,9.3840
1725425925,24357,13.7623,10228,9.3858
1725425932,24357,13.7623,10228,9.3858
1725426152,24357,13.7623,10228,9.3858
1725426632,24357,13.7623,10228,9.3858
1725426787,24357,13.7623,10228,9.3858
1725427005,24357,13.7623,10228,9.3858
1725427152,24377,13.7736,10239,9.3959
1725427360,24377,13.7736,10239,9.3959
1725427805,24377,13.7736,10239,9.3959
1725428086,24377,13.7736,10239,9.3959
1725428159,24377,13.7736,10239,9.3959
1725428190,24377,13.7736,10239,9.3959
1725428725,24377,13.7736,10239,9.3959
1725428792,24385,13.7782,10247,9.4032
1725428805,24385,13.7782,10247,9.4032
1725428964,24385,13.7782,10247,9.4032
1725429047,24385,13.7782,10247,9.4032
1725429062,24385,13.7782,10247,9.4032
1725429236,24385,13.7782,10247,9.4032
1725429717,24385,13.7782,10247,9.4032
1725429967,24385,13.7782,10247,9.4032
1725432909,24385,13.7782,10247,9.4032
1725432917,24385,13.7782,10247,9.4032
1725432934,24385,13.7782,10247,9.4032
1725433291,24385,13.7782,10247,9.4032
1725433318,24385,13.7782,10247,9.4032
1725433583,24385,13.7782,10247,9.4032
1725433830,24385,13.7782,10247,9.4032
1725434660,24385,13.7782,10247,9.4032
1725435047,24385,13.7782,10247,9.4032
1725435070,24385,13.7782,10247,9.4032
1725435320,24385,13.7782,10247,9.4032
1725435382,24385,13.7782,10247,9.4032
1725435401,24385,13.7782,10247,9.4032
1725435785,24385,13.7782,10247,9.4032
1725436288,24385,13.7782,10247,9.4032
1725436451,24385,13.7782,10247,9.4032
1725436596,24385,13.7782,10247,9.4032
1725436962,24385,13.7782,10247,9.4032
1725436969,24385,13.7782,10247,9.4032
1725436989,24385,13.7782,10247,9.4032
1725437129,24385,13.7782,10247,9.4032
1725437201,24385,13.7782,10247,9.4032
1725437211,24387,13.7793,10248,9.4042
1725437230,24387,13.7793,10248,9.4042
1725437237,24387,13.7793,10248,9.4042
1725437558,24394,13.7832,10255,9.4106
1725438126,24395,13.7838,10257,9.4124
1725438140,24395,13.7838,10257,9.4124
1725438284,24395,13.7838,10257,9.4124
1725438975,24395,13.7838,10257,9.4124
1725439044,24395,13.7838,10257,9.4124
1725439579,24400,13.7866,10265,9.4198
1725439604,24400,13.7866,10265,9.4198
1725439664,26745,15.1116,11436,10.4943
1725439706,26745,15.1116,11436,10.4943
1725440088,26745,15.1116,11436,10.4943
1725440213,26772,15.1269,11441,10.4989
1725440284,26772,15.1269,11441,10.4989
1725440525,26772,15.1269,11441,10.4989
1725440538,26772,15.1269,11441,10.4989
1725440772,26773,15.1274,11443,10.5008
1725441029,26773,15.1274,11443,10.5008
1725441135,26773,15.1274,11443,10.5008
1725442426,26773,15.1274,11443,10.5008
1725442636,26773,15.1274,11443,10.5008
1725442914,26773,15.1274,11443,10.5008
1725442923,26773,15.1274,11443,10.5008
1725443013,26773,15.1274,11443,10.5008
1725443091,26773,15.1274,11443,10.5008
1725443100,26773,15.1274,11443,10.5008
1725443206,26773,15.1274,11443,10.5008
1725444570,26773,15.1274,11443,10.5008
1725444746,26773,15.1274,11443,10.5008
1725445208,26773,15.1274,11443,10.5008
1725445284,26773,15.1274,11443,10.5008
1725445871,26773,15.1274,11443,10.5008
1725447256,26773,15.1274,11443,10.5008
1725448095,26773,15.1274,11443,10.5008
1725451114,26773,15.1274,11443,10.5008
1725452159,26773,15.1274,11443,10.5008
1725452938,26784,15.1337,11451,10.5081
1725453110,26784,15.1337,11451,10.5081
1725453117,26784,15.1337,11451,10.5081
1725453125,26784,15.1337,11451,10.5081
1725453162,26784,15.1337,11451,10.5081
1725453522,26784,15.1337,11451,10.5081
1725453600,26784,15.1337,11451,10.5081
1725453680,26784,15.1337,11451,10.5081
1725453886,26784,15.1337,11451,10.5081
1725454350,26784,15.1337,11451,10.5081
1725454709,26784,15.1337,11451,10.5081
1725455322,26784,15.1337,11451,10.5081
1725456314,26784,15.1337,11451,10.5081
1725456799,26784,15.1337,11451,10.5081
1725457558,26784,15.1337,11451,10.5081
1725458356,26784,15.1337,11451,10.5081
1725458556,26784,15.1337,11451,10.5081
1725458652,26784,15.1337,11451,10.5081
1725459380,26784,15.1337,11451,10.5081
1725459505,26784,15.1337,11451,10.5081
1725459823,26784,15.1337,11451,10.5081
1725460261,26784,15.1337,11451,10.5081
1725460751,26784,15.1337,11451,10.5081
1725461289,26784,15.1337,11451,10.5081
1725461297,26784,15.1337,11451,10.5081
1725463273,26784,15.1337,11451,10.5081
1725463283,26785,15.1342,11454,10.5109
1725463961,26785,15.1342,11454,10.5109
1725464074,26785,15.1342,11454,10.5109
1725464783,26785,15.1342,11454,10.5109
1725464879,26785,15.1342,11454,10.5109
1725465092,26785,15.1342,11454,10.5109
1725466983,26785,15.1342,11454,10.5109
1725467174,26785,15.1342,11454,10.5109
1725467307,26785,15.1342,11454,10.5109
