time,l_per,l_abs,b_per,b_abs
1725419745,23685,13.3826,9905,9.0894
1725419787,23685,13.3826,9905,9.0894
1725419855,23845,13.4730,10011,9.1867
1725420014,23862,13.4827,10025,9.1995
1725420355,23862,13.4827,10025,9.1995
1725420362,23862,13.4827,10025,9.1995
1725420370,23862,13.4827,10025,9.1995
1725420594,23862,13.4827,10025,9.1995
1725420849,23866,13.4849,10027,9.2014
1725420878,23867,13.4855,10028,9.2023
1725421358,23867,13.4855,10028,9.2023
1725421367,23867,13.4855,10028,9.2023
1725421499,23867,13.4855,10028,9.2023
1725421592,23867,13.4855,10028,9.2023
1725421714,24304,13.7324,10163,9.3262
1725421724,24312,13.7369,10171,9.3335
1725421796,24314,13.7380,10174,9.3363
1725421932,24314,13.7380,10174,9.3363
1725421988,24314,13.7380,10174,9.3363
1725422255,24314,13.7380,10174,9.3363
1725422538,24317,13.7397,10177,9.3390
1725422624,24317,13.7397,10177,9.3390
1725422679,24317,13.7397,10177,9.3390
1725422688,24317,13.7397,10177,9.3390
1725422943,24317,13.7397,10177,9.3390
1725423063,24317,13.7397,10177,9.3390
1725423073,24317,13.7397,10177,9.3390
1725423626,24317,13.7397,10177,9.3390
1725423721,24317,13.7397,10177,9.3390
1725424156,24317,13.7397,10177,9.3390
1725424269,24317,13.7397,10177,9.3390
1725424552,24317,13.7397,10177,9.3390
1725425225,24317,13.7397,10177,9.3390
1725425339,24317,13.7397,10177,9.3390
1725425686,24317,13.7397,10177,9.3390
1725425711,24319,13.7409,10179,9.3408
1725425895,24319,13.7409,10179,9.3408
1725426010,24319,13.7409,10179,9.3408
1725426028,24321,13.7420,10181,9.3427
1725426108,24321,13.7420,10182,9.3436
1725426264,24321,13.7420,10182,9.3436
1725426314,24321,13.7420,10182,9.3436
1725426456,24321,13.7420,10182,9.3436
1725426567,24321,13.7420,10182,9.3436
1725426575,24321,13.7420,10182,9.3436
1725426648,24321,13.7420,10182,9.3436
1725426725,24321,13.7420,10182,9.3436
1725426737,24334,13.7493,10189,9.3500
1725426779,24334,13.7493,10189,9.3500
1725426840,24334,13.7493,10189,9.3500
1725426966,24334,13.7493,10189,9.3500
1725427019,24334,13.7493,10189,9.3500
1725427224,24334,13.7493,10189,9.3500
1725427662,24334,13.7493,10189,9.3500
1725428683,24334,13.7493,10189,9.3500
1725430456,24334,13.7493,10189,9.3500
1725430533,24334,13.7493,10189,9.3500
1725430770,24339,13.7522,10197,9.3574
1725431007,24339,13.7522,10197,9.3574
1725431152,24339,13.7522,10197,9.3574
1725431284,24339,13.7522,10197,9.3574
1725431292,24366,13.7674,10202,9.3620
1725431388,24366,13.7674,10202,9.3620
1725431487,24366,13.7674,10202,9.3620
1725431729,24366,13.7674,10202,9.3620
1725431978,24367,13.7680,10204,9.3638
1725432509,24367,13.7680,10204,9.3638
1725432607,24367,13.7680,10204,9.3638
1725432617,24367,13.7680,10204,9.3638
1725433565,24367,13.7680,10204,9.3638
1725433665,24367,13.7680,10204,9.3638
1725433734,24367,13.7680,10204,9.3638
1725434042,24379,13.7748,10213,9.3720
1725434067,24379,13.7748,10213,9.3720
1725434469,24379,13.7748,10213,9.3720
1725434822,24379,13.7748,10213,9.3720
1725434841,24379,13.7748,10213,9.3720
1725434982,24379,13.7748,10213,9.3720
1725435940,24379,13.7748,10213,9.3720
1725437032,24379,13.7748,10213,9.3720
1725437046,24379,13.7748,10213,9.3720
1725437303,24379,13.7748,10213,9.3720
1725437319,24379,13.7748,10213,9.3720
1725438661,24379,13.7748,10213,9.3720
1725439586,24379,13.7748,10213,9.3720
1725439732,24379,13.7748,10213,9.3720
1725440228,24379,13.7748,10213,9.3720
1725440640,24408,13.7912,10260,9.4152
1725440669,24408,13.7912,10260,9.4152
1725440682,24408,13.7912,10260,9.4152
1725441036,24408,13.7912,10260,9.4152
1725441197,24428,13.8025,10271,9.4253
1725441207,24428,13.8025,10271,9.4253
1725441224,24428,13.8025,10271,9.4253
1725441245,26773,15.1274,11442,10.4998
1725441323,26773,15.1274,11442,10.4998
1725441814,26773,15.1274,11442,10.4998
1725441994,26773,15.1274,11442,10.4998
1725442004,26773,15.1274,11442,10.4998
1725442696,26773,15.1274,11442,10.4998
1725442730,26773,15.1274,11442,10.4998
1725442744,26773,15.1274,11442,10.4998
1725443824,26773,15.1274,11442,10.4998
1725444238,26773,15.1274,11442,10.4998
1725445055,26773,15.1274,11442,10.4998
1725446871,26773,15.1274,11442,10.4998
1725446878,26784,15.1337,11450,10.5072
1725446903,26784,15.1337,11450,10.5072
1725447080,26784,15.1337,11450,10.5072
1725447297,26784,15.1337,11450,10.5072
1725447852,26784,15.1337,11450,10.5072
1725447930,26787,15.1354,11452,10.5090
1725450040,26787,15.1354,11452,10.5090
1725450137,26787,15.1354,11452,10.5090
1725450145,26787,15.1354,11452,10.5090
1725450905,26787,15.1354,11452,10.5090
1725451251,26787,15.1354,11452,10.5090
1725451545,26787,15.1354,11452,10.5090
1725452163,26787,15.1354,11452,10.5090
1725452567,26788,15.1359,11453,10.5099
1725452656,26788,15.1359,11453,10.5099
1725453051,26788,15.1359,11453,10.5099
1725453376,26788,15.1359,11453,10.5099
1725453652,26788,15.1359,11453,10.5099
1725453780,26788,15.1359,11453,10.5099
1725454282,26788,15.1359,11453,10.5099
1725454381,26788,15.1359,11453,10.5099
1725454729,26788,15.1359,11453,10.5099
1725455232,26788,15.1359,11453,10.5099
1725455997,26802,15.1438,11465,10.5210
1725456065,26802,15.1438,11465,10.5210
1725456265,26802,15.1438,11465,10.5210
1725456300,26803,15.1444,11467,10.5228
1725456656,26803,15.1444,11467,10.5228
1725457131,26803,15.1444,11467,10.5228
1725457411,26803,15.1444,11467,10.5228
1725457665,26803,15.1444,11467,10.5228
1725458119,26803,15.1444,11467,10.5228
1725458287,26805,15.1455,11469,10.5246
1725458484,26805,15.1455,11469,10.5246
1725458692,26805,15.1455,11469,10.5246
1725460465,26820,15.1540,11475,10.5301
1725461355,26820,15.1540,11475,10.5301
1725461609,26820,15.1540,11475,10.5301
1725461746,26820,15.1540,11475,10.5301
1725462007,26820,15.1540,11475,10.5301
1725462098,26820,15.1540,11475,10.5301
1725462128,26820,15.1540,11475,10.5301
1725462622,26820,15.1540,11475,10.5301
1725462646,26820,15.1540,11475,10.5301
1725462928,26820,15.1540,11475,10.5301
1725463196,26820,15.1540,11475,10.5301
1725463710,26824,15.1563,11476,10.5310
1725464099,26824,15.1563,11476,10.5310
1725464678,26878,15.1868,11512,10.5641
1725465177,26878,15.1868,11512,10.5641
1725465663,26878,15.1868,11512,10.5641
1725465676,26878,15.1868,11512,10.5641
1725465890,26878,15.1868,11512,10.5641
1725466452,26878,15.1868,11512,10.5641
1725466464,26878,15.1868,11512,10.5641
1725466700,26878,15.1868,11512,10.5641
1725466929,26878,15.1868,11512,10.5641
1725467761,26878,15.1868,11512,10.5641
1725467912,26878,15.1868,11512,10.5641
1725467925,26878,15.1868,11512,10.5641
1725467941,26878,15.1868,11512,10.5641
1725469671,26878,15.1868,11512,10.5641
1725469869,26878,15.1868,11512,10.5641
1725471832,26878,15.1868,11512,10.5641
1725472139,26878,15.1868,11512,10.5641
1725472593,26878,15.1868,11512,10.5641
1725472659,26879,15.1873,11513,10.5650
1725472984,26879,15.1873,11513,10.5650
1725473245,26884,15.1902,11516,10.5678
1725473949,26884,15.1902,11516,10.5678
1725473997,26884,15.1902,11516,10.5678
1725474514,26884,15.1902,11516,10.5678
1725474530,26885,15.1907,11517,10.5687
1725474917,26885,15.1907,11517,10.5687
1725477096,26885,15.1907,11517,10.5687
1725477696,26885,15.1907,11517,10.5687
1725477935,26885,15.1907,11517,10.5687
1725478045,26885,15.1907,11517,10.5687
1725478639,26885,15.1907,11517,10.5687
1725479217,26900,15.1992,11521,10.5723
1725481314,26900,15.1992,11521,10.5723
1725482029,26900,15.1992,11521,10.5723
1725482227,26905,15.2020,11526,10.5769
1725482899,26905,15.2020,11526,10.5769
1725483836,26905,15.2020,11526,10.5769
1725484102,26905,15.2020,11526,10.5769
1725484809,26905,15.2020,11526,10.5769
1725486018,26919,15.2099,11531,10.5815
1725486315,26921,15.2111,11532,10.5824
1725486362,26921,15.2111,11532,10.5824
1725487206,26921,15.2111,11532,10.5824
1725487739,26921,15.2111,11532,10.5824
1725487988,26921,15.2111,11532,10.5824
1725488497,26921,15.2111,11532,10.5824
1725488703,26921,15.2111,11532,10.5824
1725492130,26921,15.2111,11532,10.5824
1725492187,26921,15.2111,11532,10.5824
1725492394,26921,15.2111,11532,10.5824
1725495200,26921,15.2111,11532,10.5824
1725496860,26921,15.2111,11532,10.5824
1725497220,26921,15.2111,11532,10.5824
