time,l_per,l_abs,b_per,b_abs
1725419734,23685,13.3826,9905,9.0894
1725419823,23685,13.3826,9905,9.0894
1725419935,23685,13.3826,9905,9.0894
1725420100,23845,13.4730,10011,9.1867
1725420263,23845,13.4730,10011,9.1867
1725420458,23845,13.4730,10011,9.1867
1725420470,23862,13.4827,10025,9.1995
1725420545,24296,13.7279,10159,9.3225
1725420553,24296,13.7279,10159,9.3225
1725420675,24304,13.7324,10167,9.3298
1725420700,24307,13.7341,10168,9.3308
1725420820,24307,13.7341,10168,9.3308
1725421471,24307,13.7341,10168,9.3308
1725421717,24307,13.7341,10168,9.3308
1725421918,24312,13.7369,10176,9.3381
1725422052,24312,13.7369,10176,9.3381
1725422100,24316,13.7392,10178,9.3399
1725422108,24316,13.7392,10178,9.3399
1725422194,24316,13.7392,10178,9.3399
1725422678,24316,13.7392,10178,9.3399
1725422749,24316,13.7392,10178,9.3399
1725422762,24316,13.7392,10178,9.3399
1725422777,24316,13.7392,10178,9.3399
1725422820,24316,13.7392,10178,9.3399
1725422981,24316,13.7392,10178,9.3399
1725423309,24316,13.7392,10178,9.3399
1725423516,24316,13.7392,10178,9.3399
1725423936,24316,13.7392,10178,9.3399
1725424133,24316,13.7392,10178,9.3399
1725424379,24319,13.7409,10181,9.3427
1725425196,24319,13.7409,10181,9.3427
1725425254,24319,13.7409,10181,9.3427
1725425547,24319,13.7409,10181,9.3427
1725425697,24319,13.7409,10181,9.3427
1725426162,24330,13.7471,10187,9.3482
1725426361,24330,13.7471,10187,9.3482
1725426371,24330,13.7471,10187,9.3482
1725426563,24330,13.7471,10187,9.3482
1725426578,24330,13.7471,10187,9.3482
1725426638,24330,13.7471,10187,9.3482
1725426682,24330,13.7471,10187,9.3482
1725426716,24330,13.7471,10187,9.3482
1725426853,24332,13.7482,10189,9.3500
1725427225,24332,13.7482,10189,9.3500
1725427423,24352,13.7595,10200,9.3601
1725427457,24352,13.7595,10200,9.3601
1725427547,24352,13.7595,10200,9.3601
1725427986,24352,13.7595,10200,9.3601
1725427993,24352,13.7595,10200,9.3601
1725428144,24352,13.7595,10200,9.3601
1725428397,24352,13.7595,10200,9.3601
1725428972,24352,13.7595,10200,9.3601
1725429230,24352,13.7595,10200,9.3601
1725429343,24352,13.7595,10200,9.3601
1725429427,24352,13.7595,10200,9.3601
1725429439,24352,13.7595,10200,9.3601
1725429795,24352,13.7595,10200,9.3601
1725429880,24352,13.7595,10200,9.3601
1725430100,24356,13.7618,10201,9.3610
1725430164,24356,13.7618,10201,9.3610
1725430230,24356,13.7618,10201,9.3610
1725430283,26701,15.0868,11372,10.4356
1725430296,26701,15.0868,11372,10.4356
1725430591,26701,15.0868,11372,10.4356
1725431037,26701,15.0868,11372,10.4356
1725431054,26701,15.0868,11372,10.4356
1725431076,26701,15.0868,11372,10.4356
1725431202,26701,15.0868,11372,10.4356
1725431283,26704,15.0885,11375,10.4384
1725431908,26704,15.0885,11375,10.4384
1725432242,26704,15.0885,11375,10.4384
1725433215,26704,15.0885,11375,10.4384
1725433560,26705,15.0890,11376,10.4393
1725433629,26705,15.0890,11376,10.4393
1725434060,26705,15.0890,11376,10.4393
1725434128,26705,15.0890,11376,10.4393
1725434234,26705,15.0890,11376,10.4393
1725434696,26706,15.0896,11378,10.4411
1725434739,26706,15.0896,11378,10.4411
1725434753,26706,15.0896,11378,10.4411
1725435315,26706,15.0896,11378,10.4411
1725435569,26706,15.0896,11378,10.4411
1725436673,26706,15.0896,11378,10.4411
1725436932,26706,15.0896,11378,10.4411
1725437129,27889,15.7580,12100,11.1037
1725437169,27889,15.7580,12100,11.1037
1725437374,27889,15.7580,12100,11.1037
1725437382,27889,15.7580,12100,11.1037
1725437507,27889,15.7580,12100,11.1037
1725437930,27889,15.7580,12100,11.1037
1725437954,27889,15.7580,12100,11.1037
1725438342,27889,15.7580,12100,11.1037
1725438410,27889,15.7580,12100,11.1037
1725438461,27890,15.7586,12101,11.1046
1725438692,27893,15.7603,12103,11.1064
1725438901,27893,15.7603,12103,11.1064
1725438977,27893,15.7603,12103,11.1064
1725439361,27893,15.7603,12103,11.1064
1725439432,27893,15.7603,12103,11.1064
1725439593,27893,15.7603,12103,11.1064
1725439702,27893,15.7603,12103,11.1064
1725440685,27893,15.7603,12103,11.1064
1725441137,27893,15.7603,12103,11.1064
1725442569,27898,15.7631,12108,11.1110
1725442776,27898,15.7631,12108,11.1110
1725443042,27898,15.7631,12108,11.1110
1725443377,27898,15.7631,12108,11.1110
1725443456,27899,15.7637,12110,11.1128
1725443566,27899,15.7637,12110,11.1128
1725443581,27899,15.7637,12110,11.1128
1725443590,27899,15.7637,12110,11.1128
1725443601,27899,15.7637,12110,11.1128
1725443717,27899,15.7637,12110,11.1128
1725444142,27899,15.7637,12110,11.1128
1725444275,27899,15.7637,12110,11.1128
1725444426,27903,15.7659,12112,11.1147
1725444952,27903,15.7659,12112,11.1147
1725445143,27903,15.7659,12112,11.1147
1725445408,27903,15.7659,12112,11.1147
1725445619,27903,15.7659,12112,11.1147
1725445985,27903,15.7659,12112,11.1147
1725446031,27903,15.7659,12112,11.1147
1725446282,27903,15.7659,12112,11.1147
1725447477,27903,15.7659,12112,11.1147
1725447618,27903,15.7659,12112,11.1147
1725448138,27903,15.7659,12112,11.1147
1725448604,27903,15.7659,12112,11.1147
1725448982,27903,15.7659,12112,11.1147
1725450271,27903,15.7659,12112,11.1147
1725451458,27903,15.7659,12112,11.1147
1725451681,27928,15.7800,12143,11.1431
1725451736,27928,15.7800,12143,11.1431
1725452220,27928,15.7800,12143,11.1431
1725452232,27928,15.7800,12143,11.1431
1725453420,27928,15.7800,12143,11.1431
1725453790,27928,15.7800,12143,11.1431
1725454065,27928,15.7800,12143,11.1431
1725454337,27928,15.7800,12143,11.1431
1725454488,27930,15.7812,12145,11.1450
1725455005,27930,15.7812,12145,11.1450
1725455293,27930,15.7812,12145,11.1450
1725456615,27930,15.7812,12145,11.1450
1725457580,27930,15.7812,12145,11.1450
1725457608,27930,15.7812,12145,11.1450
1725457978,27930,15.7812,12145,11.1450
1725458331,27930,15.7812,12145,11.1450
1725459240,27930,15.7812,12145,11.1450
1725459247,27930,15.7812,12145,11.1450
1725459487,27930,15.7812,12145,11.1450
1725460228,27930,15.7812,12145,11.1450
1725460377,27930,15.7812,12145,11.1450
1725460444,27930,15.7812,12145,11.1450
1725461077,27945,15.7897,12149,11.1486
1725461399,27945,15.7897,12149,11.1486
1725462041,27945,15.7897,12149,11.1486
1725462113,27945,15.7897,12149,11.1486
1725462726,27945,15.7897,12149,11.1486
1725463312,27945,15.7897,12149,11.1486
1725463375,27945,15.7897,12149,11.1486
1725463848,27945,15.7897,12149,11.1486
1725464053,27945,15.7897,12149,11.1486
1725465381,27945,15.7897,12149,11.1486
1725465569,27945,15.7897,12149,11.1486
1725465584,27945,15.7897,12149,11.1486
1725465821,27959,15.7976,12154,11.1532
1725465902,27959,15.7976,12154,11.1532
1725465924,27959,15.7976,12154,11.1532
1725466885,27959,15.7976,12154,11.1532
1725467047,27959,15.7976,12154,11.1532
1725467202,27959,15.7976,12154,11.1532
1725467290,27959,15.7976,12154,11.1532
1725467564,27959,15.7976,12154,11.1532
1725467965,27959,15.7976,12154,11.1532
1725468062,27959,15.7976,12154,11.1532
1725468156,27959,15.7976,12154,11.1532
1725469406,27964,15.8004,12157,11.1560
1725469878,27964,15.8004,12157,11.1560
1725470123,27964,15.8004,12157,11.1560
1725470427,27964,15.8004,12157,11.1560
1725470998,27964,15.8004,12157,11.1560
1725471053,27964,15.8004,12157,11.1560
1725471536,27964,15.8004,12157,11.1560
1725471718,27964,15.8004,12157,11.1560
1725471964,27964,15.8004,12158,11.1569
1725472027,27964,15.8004,12158,11.1569
1725472647,27964,15.8004,12158,11.1569
1725474470,27964,15.8004,12158,11.1569
1725474651,27964,15.8004,12158,11.1569
1725475217,27964,15.8004,12158,11.1569
1725475396,27964,15.8004,12158,11.1569
1725475795,27964,15.8004,12158,11.1569
1725477057,27991,15.8156,12163,11.1615
1725477208,27991,15.8156,12163,11.1615
1725477298,27991,15.8156,12163,11.1615
1725477460,27991,15.8156,12163,11.1615
1725477469,28045,15.8462,12199,11.1945
1725478189,28045,15.8462,12199,11.1945
1725479423,28045,15.8462,12199,11.1945
1725479660,28045,15.8462,12199,11.1945
1725479924,28045,15.8462,12199,11.1945
1725480118,28045,15.8462,12199,11.1945
1725480214,28045,15.8462,12199,11.1945
1725480363,28045,15.8462,12199,11.1945
1725481789,28045,15.8462,12199,11.1945
1725482754,28045,15.8462,12199,11.1945
1725483562,28760,16.2501,12544,11.5111
1725483929,28760,16.2501,12544,11.5111
1725484758,28760,16.2501,12544,11.5111
1725484992,28760,16.2501,12544,11.5111
1725485314,28760,16.2501,12544,11.5111
1725488352,28760,16.2501,12544,11.5111
1725489034,28760,16.2501,12544,11.5111
1725489978,28760,16.2501,12544,11.5111
1725490047,28760,16.2501,12544,11.5111
1725490123,28760,16.2501,12544,11.5111
1725490435,28760,16.2501,12544,11.5111
1725490919,28760,16.2501,12544,11.5111
1725491018,28760,16.2501,12544,11.5111
1725491770,28760,16.2501,12544,11.5111
1725492054,28760,16.2501,12544,11.5111
1725492079,28760,16.2501,12544,11.5111
1725493007,28760,16.2501,12544,11.5111
1725493077,28760,16.2501,12544,11.5111
1725494155,28775,16.2586,12550,11.5166
1725494954,28775,16.2586,12550,11.5166
1725495335,28775,16.2586,12550,11.5166
1725496726,28775,16.2586,12550,11.5166
1725498536,28775,16.2586,12550,11.5166
1725499662,28775,16.2586,12550,11.5166
1725500034,28775,16.2586,12550,11.5166
1725500109,28775,16.2586,12550,11.5166
1725500121,28775,16.2586,12550,11.5166
1725500620,28775,16.2586,12550,11.5166
1725500898,28775,16.2586,12550,11.5166
1725501049,28775,16.2586,12550,11.5166
1725502038,28775,16.2586,12550,11.5166
1725502455,28775,16.2586,12550,11.5166
1725502590,28775,16.2586,12550,11.5166
1725503163,28775,16.2586,12550,11.5166
1725503235,28775,16.2586,12550,11.5166
1725503791,28775,16.2586,12550,11.5166
1725504133,28775,16.2586,12550,11.5166
1725504506,28789,16.2665,12562,11.5276
