time,l_abs,l_per,b_abs,b_per
1730186236,1816,7.1,866,4.6
1730186237,1820,7.1,867,4.6
1730186243,1840,7.2,878,4.7
1730186244,1854,7.2,882,4.7
1730186245,1870,7.3,891,4.7
1730186246,1884,7.3,894,4.8
1730186248,1884,7.3,894,4.8
1730186252,1915,7.5,916,4.9
1730186253,1950,7.6,959,5.1
1730186259,1950,7.6,959,5.1
1730186265,1950,7.6,962,5.1
1730186266,1950,7.6,962,5.1
1730186268,1950,7.6,962,5.1
1730186274,1950,7.6,962,5.1
1730186275,1950,7.6,963,5.1
1730186277,1950,7.6,963,5.1
1730186278,1950,7.6,965,5.1
1730186280,1950,7.6,965,5.1
1730186281,1950,7.6,965,5.1
1730186282,1950,7.6,965,5.1
1730186284,1950,7.6,965,5.1
1730186289,1950,7.6,965,5.1
1730186291,1950,7.6,967,5.1
1730186292,1950,7.6,967,5.1
1730186298,1950,7.6,968,5.2
1730186300,1950,7.6,968,5.2
1730186301,1950,7.6,975,5.2
1730186307,1950,7.6,975,5.2
1730186308,1950,7.6,976,5.2
1730186309,1950,7.6,978,5.2
1730186315,1950,7.6,979,5.2
1730186316,1950,7.6,979,5.2
1730186318,1952,7.6,983,5.2
1730186326,1952,7.6,984,5.2
1730186327,1952,7.6,984,5.2
1730186329,1952,7.6,984,5.2
1730186330,1952,7.6,984,5.2
1730186339,1952,7.6,984,5.2
1730186340,1952,7.6,984,5.2
1730186348,1952,7.6,984,5.2
1730186349,1952,7.6,985,5.2
1730186355,1952,7.6,985,5.2
1730186360,1952,7.6,985,5.2
1730186362,1952,7.6,985,5.2
1730186363,1952,7.6,985,5.2
1730186365,1952,7.6,985,5.2
1730186366,1952,7.6,985,5.2
1730186368,1952,7.6,985,5.2
1730186369,1952,7.6,985,5.2
1730186371,1952,7.6,985,5.2
1730186373,1952,7.6,985,5.2
1730186374,1952,7.6,985,5.2
1730186376,1952,7.6,985,5.2
1730186377,1952,7.6,985,5.2
1730186382,1952,7.6,985,5.2
1730186387,1952,7.6,985,5.2
1730186388,1952,7.6,985,5.2
1730186395,1952,7.6,985,5.2
1730186396,1953,7.6,988,5.3
1730186398,1954,7.6,991,5.3
1730186399,1954,7.6,991,5.3
1730186400,1954,7.6,991,5.3
1730186402,1954,7.6,991,5.3
1730186403,1954,7.6,991,5.3
1730186404,1954,7.6,992,5.3
1730186406,1958,7.6,1000,5.3
1730186407,1958,7.6,1000,5.3
1730186408,1958,7.6,1000,5.3
1730186410,1958,7.6,1000,5.3
1730186411,1958,7.6,1000,5.3
1730186413,1958,7.6,1000,5.3
1730186414,1965,7.7,1004,5.3
1730186415,1966,7.7,1007,5.4
1730186417,1966,7.7,1008,5.4
1730186418,1966,7.7,1008,5.4
1730186420,1966,7.7,1008,5.4
1730186421,1966,7.7,1008,5.4
1730186422,1966,7.7,1008,5.4
1730186424,1966,7.7,1008,5.4
1730186425,1966,7.7,1008,5.4
1730186427,1966,7.7,1008,5.4
1730186429,1966,7.7,1008,5.4
1730186430,1966,7.7,1008,5.4
1730186437,1966,7.7,1008,5.4
1730186439,1966,7.7,1008,5.4
1730186439,1966,7.7,1008,5.4
1730186441,1966,7.7,1009,5.4
1730186442,1966,7.7,1009,5.4
1730186443,1966,7.7,1009,5.4
1730186445,1966,7.7,1009,5.4
1730186446,1966,7.7,1009,5.4
1730186448,1966,7.7,1009,5.4
1730186449,1966,7.7,1009,5.4
1730186451,1966,7.7,1009,5.4
1730186452,1966,7.7,1009,5.4
1730186453,1966,7.7,1009,5.4
1730186455,1966,7.7,1009,5.4
1730186456,1966,7.7,1009,5.4
1730186457,1966,7.7,1009,5.4
1730186459,1966,7.7,1009,5.4
1730186461,1966,7.7,1009,5.4
1730186462,1966,7.7,1009,5.4
1730186465,1966,7.7,1009,5.4
1730186466,1966,7.7,1009,5.4
1730186468,1966,7.7,1009,5.4
1730186469,1966,7.7,1009,5.4
1730186471,1966,7.7,1009,5.4
