time,l_per,l_abs,b_per,b_abs
1725605568,7615,31.7742,4011,20.3852
1725605579,7615,31.7742,4011,20.3852
1725605611,7615,31.7742,4011,20.3852
1725605677,7624,31.8117,4024,20.4513
1725606267,7624,31.8117,4024,20.4513
1725606441,7624,31.8117,4024,20.4513
1725606468,7624,31.8117,4024,20.4513
1725606728,7632,31.8451,4031,20.4869
1725607275,7632,31.8451,4032,20.4920
1725607331,7632,31.8451,4032,20.4920
1725607486,7632,31.8451,4032,20.4920
1725607490,7632,31.8451,4032,20.4920
1725607700,7632,31.8451,4032,20.4920
1725607766,7632,31.8451,4032,20.4920
1725607929,7632,31.8451,4032,20.4920
1725607934,7651,31.9244,4038,20.5225
1725608185,7709,32.1664,4067,20.6699
1725608614,7709,32.1664,4067,20.6699
1725608760,7717,32.1998,4070,20.6851
1725609279,7718,32.2040,4071,20.6902
1725609292,7718,32.2040,4071,20.6902
1725609423,7718,32.2040,4071,20.6902
1725609578,7751,32.3417,4088,20.7766
1725609584,7770,32.4209,4094,20.8071
1725610144,7770,32.4209,4094,20.8071
1725610535,7770,32.4209,4094,20.8071
1725610539,7770,32.4209,4094,20.8071
1725611475,7770,32.4209,4094,20.8071
1725611826,7770,32.4209,4098,20.8274
1725612862,7770,32.4209,4098,20.8274
1725612904,7770,32.4209,4098,20.8274
1725613451,7811,32.5920,4120,20.9392
1725613455,7811,32.5920,4120,20.9392
1725613732,7811,32.5920,4120,20.9392
1725614100,7813,32.6004,4125,20.9646
1725615084,7813,32.6004,4125,20.9646
1725615275,7813,32.6004,4125,20.9646
1725615359,7813,32.6004,4125,20.9646
1725615610,7813,32.6004,4125,20.9646
1725616138,7813,32.6004,4125,20.9646
1725616404,7817,32.6170,4126,20.9697
1725616420,7817,32.6170,4126,20.9697
1725616620,7817,32.6170,4126,20.9697
1725616743,7817,32.6170,4126,20.9697
1725617613,7817,32.6170,4126,20.9697
1725617729,7817,32.6170,4126,20.9697
1725617750,7817,32.6170,4126,20.9697
1725617789,7817,32.6170,4126,20.9697
1725618142,7817,32.6170,4126,20.9697
1725618378,7861,32.8006,4160,21.1425
1725619071,7861,32.8006,4160,21.1425
1725619272,7861,32.8006,4160,21.1425
1725619278,7864,32.8132,4169,21.1882
1725619298,7864,32.8132,4169,21.1882
1725619316,7864,32.8132,4169,21.1882
1725619389,7864,32.8132,4170,21.1933
1725619462,7864,32.8132,4170,21.1933
1725620730,7870,32.8382,4178,21.2340
1725621962,7870,32.8382,4179,21.2391
1725622010,7870,32.8382,4179,21.2391
1725622414,7870,32.8382,4179,21.2391
1725622490,7870,32.8382,4179,21.2391
1725624202,7870,32.8382,4179,21.2391
1725624448,7870,32.8382,4179,21.2391
1725626098,7870,32.8382,4179,21.2391
1725627253,7874,32.8549,4181,21.2492
1725628333,7874,32.8549,4181,21.2492
1725628729,7874,32.8549,4181,21.2492
1725630225,7874,32.8549,4181,21.2492
1725631119,7874,32.8549,4181,21.2492
1725632015,8000,33.3806,4211,21.4017
1725633808,8000,33.3806,4212,21.4068
1725633989,8000,33.3806,4212,21.4068
1725634429,8000,33.3806,4212,21.4068
1725635918,8000,33.3806,4214,21.4170
1725637260,8000,33.3806,4214,21.4170
1725637556,8000,33.3806,4214,21.4170
1725638020,8000,33.3806,4214,21.4170
1725638143,8000,33.3806,4214,21.4170
1725640118,8000,33.3806,4214,21.4170
1725640917,8000,33.3806,4214,21.4170
1725642958,8000,33.3806,4214,21.4170
1725643789,8000,33.3806,4214,21.4170
1725643795,8000,33.3806,4214,21.4170
1725646249,8000,33.3806,4214,21.4170
1725648594,8000,33.3806,4214,21.4170
1725648683,8000,33.3806,4214,21.4170
1725649033,8000,33.3806,4214,21.4170
