time,l_abs,l_per,b_abs,b_per
1726140251,7825,9.4603,3279,5.6211
1726140270,7897,9.5474,3331,5.7102
1726140273,7897,9.5474,3331,5.7102
1726140277,7901,9.5522,3335,5.7171
1726140281,7909,9.5619,3342,5.7291
1726140286,7909,9.5619,3342,5.7291
1726140300,8423,10.1833,3587,6.1491
1726140304,8444,10.2087,3595,6.1628
1726140422,8449,10.2147,3599,6.1696
1726140440,8529,10.3114,3640,6.2399
1726140617,8544,10.3296,3651,6.2588
1726140682,8674,10.4867,3684,6.3154
1726140687,8674,10.4867,3685,6.3171
1726140705,8675,10.4879,3687,6.3205
1726140874,8675,10.4879,3689,6.3239
1726140879,8683,10.4976,3694,6.3325
1726140943,8683,10.4976,3694,6.3325
1726140948,8684,10.4988,3695,6.3342
1726141293,8684,10.4988,3697,6.3376
1726141298,8684,10.4988,3697,6.3376
1726141304,8684,10.4988,3697,6.3376
1726141309,8684,10.4988,3697,6.3376
1726141314,8775,10.6088,3748,6.4251
1726141524,8775,10.6088,3748,6.4251
1726141648,8775,10.6088,3749,6.4268
1726141716,8775,10.6088,3749,6.4268
1726141781,8779,10.6137,3750,6.4285
1726141981,8779,10.6137,3751,6.4302
1726141990,8779,10.6137,3751,6.4302
1726142004,8779,10.6137,3751,6.4302
1726142033,8784,10.6197,3755,6.4371
1726142038,8784,10.6197,3755,6.4371
1726142150,8935,10.8023,3825,6.5571
1726142165,8935,10.8023,3825,6.5571
1726142251,8939,10.8071,3831,6.5674
1726142410,8942,10.8107,3832,6.5691
1726142503,8943,10.8120,3834,6.5725
1726142512,8943,10.8120,3834,6.5725
1726143077,8943,10.8120,3834,6.5725
1726143110,8943,10.8120,3834,6.5725
1726143115,8943,10.8120,3834,6.5725
1726143192,8943,10.8120,3834,6.5725
1726143514,8943,10.8120,3834,6.5725
1726143573,8943,10.8120,3837,6.5776
1726143759,8943,10.8120,3837,6.5776
1726143877,8950,10.8204,3842,6.5862
1726144031,8952,10.8228,3844,6.5896
1726144038,8952,10.8228,3846,6.5931
1726144042,8952,10.8228,3846,6.5931
1726144345,8952,10.8228,3846,6.5931
1726144363,8952,10.8228,3846,6.5931
1726144565,8960,10.8325,3852,6.6034
1726144684,8960,10.8325,3852,6.6034
1726144756,8960,10.8325,3853,6.6051
1726145397,8960,10.8325,3853,6.6051
1726145776,8960,10.8325,3855,6.6085
1726146192,8960,10.8325,3855,6.6085
1726146514,8960,10.8325,3857,6.6119
1726146903,8960,10.8325,3857,6.6119
1726146956,8968,10.8422,3861,6.6188
1726147186,8968,10.8422,3861,6.6188
1726147621,8968,10.8422,3861,6.6188
1726147687,8972,10.8470,3862,6.6205
1726147742,8985,10.8627,3871,6.6359
1726147775,8996,10.8760,3887,6.6634
1726147873,8996,10.8760,3887,6.6634
1726148350,8996,10.8760,3887,6.6634
1726148436,8996,10.8760,3887,6.6634
1726148599,9062,10.9558,3914,6.7096
1726148606,9062,10.9558,3914,6.7096
1726148611,9070,10.9655,3921,6.7216
1726148659,9070,10.9655,3921,6.7216
1726148663,9070,10.9655,3921,6.7216
1726148830,9072,10.9679,3924,6.7268
1726148965,9073,10.9691,3925,6.7285
1726149899,9073,10.9691,3925,6.7285
1726150082,9073,10.9691,3925,6.7285
1726150217,9073,10.9691,3925,6.7285
1726150575,9073,10.9691,3925,6.7285
1726150661,9073,10.9691,3925,6.7285
1726151070,9073,10.9691,3925,6.7285
1726151265,9073,10.9691,3925,6.7285
1726151323,9073,10.9691,3925,6.7285
1726151596,9073,10.9691,3925,6.7285
1726152361,9073,10.9691,3925,6.7285
1726152429,9075,10.9715,3929,6.7354
1726152441,9075,10.9715,3929,6.7354
1726152591,9076,10.9727,3930,6.7371
1726152858,9079,10.9764,3933,6.7422
1726153258,9079,10.9764,3934,6.7439
1726153465,9079,10.9764,3934,6.7439
1726153894,9080,10.9776,3935,6.7456
1726153968,9080,10.9776,3935,6.7456
1726153982,9080,10.9776,3935,6.7456
1726154753,9080,10.9776,3937,6.7491
1726154906,9080,10.9776,3937,6.7491
1726154987,9080,10.9776,3937,6.7491
1726155420,9080,10.9776,3937,6.7491
