time,l_per,l_abs,b_per,b_abs
1725330915,23685,13.3826,9905,9.0894
1725330957,23685,13.3826,9905,9.0894
1725330968,23685,13.3826,9905,9.0894
1725330987,23845,13.4730,10011,9.1867
1725331106,23846,13.4736,10012,9.1876
1725331490,23846,13.4736,10012,9.1876
1725331645,23863,13.4832,10026,9.2004
1725331876,23863,13.4832,10026,9.2004
1725332578,23863,13.4832,10026,9.2004
1725333052,23863,13.4832,10026,9.2004
1725333157,23863,13.4832,10026,9.2004
1725333431,23863,13.4832,10026,9.2004
1725333505,23863,13.4832,10026,9.2004
1725333514,26153,14.7771,11199,10.2769
1725333521,26153,14.7771,11199,10.2769
1725333535,26153,14.7771,11199,10.2769
1725333605,26157,14.7794,11201,10.2787
1725333631,26157,14.7794,11201,10.2787
1725333830,26157,14.7794,11201,10.2787
1725333925,26159,14.7805,11203,10.2805
1725333943,26159,14.7805,11203,10.2805
1725334058,26176,14.7901,11209,10.2860
1725334414,26177,14.7907,11210,10.2870
1725334421,26182,14.7935,11214,10.2906
1725334435,26182,14.7935,11214,10.2906
1725334487,26182,14.7935,11214,10.2906
1725334549,26182,14.7935,11214,10.2906
1725334595,26182,14.7935,11214,10.2906
1725335154,26182,14.7935,11214,10.2906
1725335257,26182,14.7935,11214,10.2906
1725335983,26182,14.7935,11214,10.2906
1725336114,26182,14.7935,11214,10.2906
1725336445,26182,14.7935,11214,10.2906
1725336472,26182,14.7935,11214,10.2906
1725336491,26182,14.7935,11214,10.2906
1725336580,26182,14.7935,11214,10.2906
1725336895,26182,14.7935,11214,10.2906
1725337859,26182,14.7935,11214,10.2906
1725338595,26182,14.7935,11214,10.2906
1725339173,26182,14.7935,11214,10.2906
1725339226,26182,14.7935,11214,10.2906
1725339239,26195,14.8009,11225,10.3007
1725340167,26195,14.8009,11225,10.3007
1725340296,26195,14.8009,11225,10.3007
1725340529,26198,14.8026,11228,10.3035
1725340736,26198,14.8026,11228,10.3035
1725340744,26198,14.8026,11228,10.3035
1725340843,26198,14.8026,11228,10.3035
1725340851,26198,14.8026,11228,10.3035
1725340896,26198,14.8026,11228,10.3035
1725341297,26198,14.8026,11228,10.3035
1725342132,26198,14.8026,11228,10.3035
1725342208,26198,14.8026,11228,10.3035
1725342452,26198,14.8026,11228,10.3035
1725342469,26198,14.8026,11228,10.3035
1725343006,26198,14.8026,11228,10.3035
1725343076,26198,14.8026,11228,10.3035
1725343338,26198,14.8026,11228,10.3035
1725343413,26198,14.8026,11228,10.3035
1725343531,26218,14.8139,11239,10.3136
1725343561,26218,14.8139,11239,10.3136
1725343601,26218,14.8139,11239,10.3136
1725344013,26218,14.8139,11239,10.3136
1725344169,26218,14.8139,11239,10.3136
1725344329,26364,14.8963,11278,10.3494
1725344399,26801,15.1433,11413,10.4732
1725344679,26801,15.1433,11413,10.4732
1725344702,26801,15.1433,11413,10.4732
1725346004,26801,15.1433,11413,10.4732
1725346167,26801,15.1433,11413,10.4732
1725346242,26801,15.1433,11413,10.4732
1725346320,26801,15.1433,11413,10.4732
1725346419,26801,15.1433,11413,10.4732
1725346705,26801,15.1433,11413,10.4732
1725346875,26801,15.1433,11413,10.4732
1725347134,26801,15.1433,11413,10.4732
1725347208,26801,15.1433,11413,10.4732
1725347345,26801,15.1433,11413,10.4732
1725347833,26801,15.1433,11413,10.4732
1725348666,26801,15.1433,11413,10.4732
1725348798,26801,15.1433,11413,10.4732
1725348968,26801,15.1433,11413,10.4732
1725349204,26809,15.1478,11421,10.4806
1725349411,26809,15.1478,11421,10.4806
1725349622,26809,15.1478,11421,10.4806
1725349772,26809,15.1478,11421,10.4806
1725349857,26809,15.1478,11421,10.4806
1725351620,26809,15.1478,11421,10.4806
1725351847,26809,15.1478,11421,10.4806
1725352172,26809,15.1478,11421,10.4806
1725352262,26809,15.1478,11421,10.4806
1725352789,26823,15.1557,11426,10.4852
1725352804,26827,15.1580,11427,10.4861
1725353146,26827,15.1580,11427,10.4861
1725353434,26828,15.1585,11429,10.4879
1725353447,26828,15.1585,11429,10.4879
1725353605,26828,15.1585,11429,10.4879
1725353728,26828,15.1585,11429,10.4879
1725354555,26828,15.1585,11429,10.4879
1725354729,26828,15.1585,11429,10.4879
1725355615,26828,15.1585,11429,10.4879
1725355652,26828,15.1585,11429,10.4879
1725355696,26828,15.1585,11429,10.4879
1725356675,26828,15.1585,11429,10.4879
1725357018,26828,15.1585,11429,10.4879
1725357026,26832,15.1608,11432,10.4907
1725357475,26832,15.1608,11432,10.4907
1725357495,26832,15.1608,11432,10.4907
1725357597,26832,15.1608,11432,10.4907
1725357612,26832,15.1608,11432,10.4907
1725357723,26832,15.1608,11432,10.4907
1725358061,26832,15.1608,11432,10.4907
1725358273,26832,15.1608,11432,10.4907
1725359399,26832,15.1608,11432,10.4907
1725359835,26832,15.1608,11432,10.4907
1725359912,26832,15.1608,11432,10.4907
1725360013,26832,15.1608,11432,10.4907
1725360174,26832,15.1608,11432,10.4907
1725360306,26832,15.1608,11432,10.4907
1725360505,26832,15.1608,11432,10.4907
1725360575,26832,15.1608,11432,10.4907
1725360858,26832,15.1608,11432,10.4907
1725361346,26832,15.1608,11432,10.4907
1725361754,26832,15.1608,11432,10.4907
1725361887,26832,15.1608,11432,10.4907
1725361909,26832,15.1608,11432,10.4907
1725361919,26832,15.1608,11432,10.4907
1725362418,26832,15.1608,11432,10.4907
1725362628,26832,15.1608,11432,10.4907
1725362825,26832,15.1608,11432,10.4907
1725363016,26847,15.1693,11436,10.4943
1725363067,26847,15.1693,11436,10.4943
1725363204,26847,15.1693,11436,10.4943
1725363531,27415,15.4902,11602,10.6467
1725365841,27415,15.4902,11602,10.6467
1725366009,27415,15.4902,11602,10.6467
1725366078,27425,15.4958,11609,10.6531
1725366106,27425,15.4958,11609,10.6531
1725366239,27425,15.4958,11609,10.6531
1725366329,27425,15.4958,11609,10.6531
1725366489,27425,15.4958,11609,10.6531
1725366559,27427,15.4970,11611,10.6549
1725366755,27427,15.4970,11611,10.6549
1725366973,27427,15.4970,11611,10.6549
1725367046,27427,15.4970,11612,10.6559
1725367056,27427,15.4970,11612,10.6559
1725367316,27427,15.4970,11612,10.6559
1725367630,27427,15.4970,11612,10.6559
1725367763,27427,15.4970,11612,10.6559
1725367942,27427,15.4970,11612,10.6559
1725367997,27431,15.4992,11614,10.6577
1725368192,27431,15.4992,11614,10.6577
1725368569,27431,15.4992,11614,10.6577
1725368660,27431,15.4992,11614,10.6577
1725368707,27431,15.4992,11614,10.6577
1725368913,27431,15.4992,11614,10.6577
1725370029,27431,15.4992,11614,10.6577
1725370317,27431,15.4992,11614,10.6577
1725370357,27431,15.4992,11614,10.6577
1725370660,27431,15.4992,11614,10.6577
1725370672,27431,15.4992,11614,10.6577
1725370784,27431,15.4992,11614,10.6577
1725370935,27431,15.4992,11614,10.6577
