time,l_abs,l_per,b_abs,b_per
1730900493,22211,12.5,9183,8.4
1730900495,22226,12.6,9218,8.4
1730900497,22226,12.6,9218,8.4
1730900502,22244,12.6,9236,8.5
1730900505,22245,12.6,9237,8.5
1730900512,22255,12.6,9243,8.5
1730900519,22255,12.6,9243,8.5
1730900523,22256,12.6,9245,8.5
1730900528,22256,12.6,9245,8.5
1730900533,22257,12.6,9247,8.5
1730900536,22260,12.6,9251,8.5
1730900543,22269,12.6,9259,8.5
1730900556,22269,12.6,9259,8.5
1730900574,22269,12.6,9259,8.5
1730900580,22273,12.6,9261,8.5
1730900586,22273,12.6,9261,8.5
1730900588,22273,12.6,9261,8.5
1730900592,22273,12.6,9261,8.5
1730900612,22279,12.6,9263,8.5
1730900615,22279,12.6,9263,8.5
1730900617,22293,12.6,9271,8.5
1730900619,22293,12.6,9271,8.5
1730900627,22293,12.6,9271,8.5
1730900636,22293,12.6,9271,8.5
1730900652,22293,12.6,9271,8.5
1730900658,22293,12.6,9271,8.5
1730900663,22387,12.6,9335,8.6
1730900689,22391,12.7,9337,8.6
1730900691,22394,12.7,9339,8.6
1730900698,22394,12.7,9339,8.6
1730900708,22394,12.7,9339,8.6
1730900712,22394,12.7,9339,8.6
1730900723,22397,12.7,9341,8.6
1730900729,22397,12.7,9341,8.6
1730900734,22415,12.7,9350,8.6
1730900741,22417,12.7,9351,8.6
1730900748,22434,12.7,9361,8.6
1730900755,22434,12.7,9361,8.6
1730900769,22434,12.7,9361,8.6
1730900795,22436,12.7,9362,8.6
1730900798,22436,12.7,9362,8.6
1730900809,22453,12.7,9371,8.6
1730900815,22458,12.7,9375,8.6
1730900821,22458,12.7,9375,8.6
1730900826,22458,12.7,9375,8.6
1730900846,22458,12.7,9375,8.6
1730900848,22458,12.7,9375,8.6
1730900868,22462,12.7,9377,8.6
1730900881,22462,12.7,9377,8.6
1730900888,22462,12.7,9377,8.6
1730900893,22471,12.7,9382,8.6
1730900895,22477,12.7,9386,8.6
1730900899,22479,12.7,9387,8.6
1730900910,22479,12.7,9387,8.6
1730900934,22479,12.7,9387,8.6
1730900952,22479,12.7,9387,8.6
1730900957,22479,12.7,9387,8.6
1730900963,22479,12.7,9387,8.6
1730900991,22479,12.7,9387,8.6
1730901011,22479,12.7,9387,8.6
1730901013,22481,12.7,9388,8.6
1730901020,22481,12.7,9388,8.6
1730901024,22481,12.7,9388,8.6
1730901064,22481,12.7,9388,8.6
1730901089,22481,12.7,9388,8.6
1730901095,22481,12.7,9388,8.6
1730901102,22481,12.7,9388,8.6
1730901118,22485,12.7,9390,8.6
1730901144,22485,12.7,9390,8.6
1730901154,22485,12.7,9390,8.6
1730901168,22485,12.7,9390,8.6
1730901179,22485,12.7,9390,8.6
1730901181,22485,12.7,9390,8.6
1730901184,22485,12.7,9390,8.6
1730901213,22485,12.7,9390,8.6
1730901217,22485,12.7,9390,8.6
1730901221,22485,12.7,9391,8.6
1730901248,22485,12.7,9391,8.6
1730901250,22485,12.7,9391,8.6
1730901270,22485,12.7,9391,8.6
1730901290,22485,12.7,9391,8.6
1730901294,22485,12.7,9391,8.6
1730901304,22485,12.7,9391,8.6
1730901347,22485,12.7,9391,8.6
1730901380,22485,12.7,9391,8.6
1730901399,22485,12.7,9391,8.6
1730901422,22487,12.7,9393,8.6
1730901436,22487,12.7,9393,8.6
1730901450,22487,12.7,9393,8.6
1730901532,22487,12.7,9393,8.6
1730901539,22487,12.7,9393,8.6
1730901555,22513,12.7,9400,8.6
1730901570,22513,12.7,9400,8.6
1730901588,23002,13.0,9715,8.9
1730901594,23002,13.0,9715,8.9
1730901633,23005,13.0,9720,8.9
1730901696,23005,13.0,9720,8.9
1730901699,23008,13.0,9722,8.9
1730901735,23008,13.0,9722,8.9
1730901771,23009,13.0,9724,8.9
1730901804,23016,13.0,9730,8.9
1730901820,23472,13.3,9863,9.0
1730901889,23472,13.3,9863,9.0
1730901892,23472,13.3,9863,9.0
1730901916,23487,13.3,9871,9.0
1730901941,23487,13.3,9871,9.0
1730901948,23487,13.3,9871,9.0
1730901960,23487,13.3,9871,9.0
1730901985,23487,13.3,9871,9.0
1730902047,23487,13.3,9871,9.0
1730902058,23490,13.3,9873,9.0
1730902068,23490,13.3,9873,9.0
1730902089,23490,13.3,9873,9.0
1730902120,23491,13.3,9875,9.0
1730902150,23491,13.3,9875,9.0
1730902163,23491,13.3,9875,9.0
1730902165,23495,13.3,9878,9.1
1730902207,23495,13.3,9878,9.1
1730902210,23495,13.3,9878,9.1
1730902233,23496,13.3,9880,9.1
1730902236,23496,13.3,9880,9.1
1730902301,23496,13.3,9880,9.1
1730902364,23498,13.3,9881,9.1
1730902415,23502,13.3,9882,9.1
1730902506,23502,13.3,9882,9.1
1730902513,23506,13.3,9885,9.1
1730902541,23506,13.3,9885,9.1
1730902573,23506,13.3,9885,9.1
1730902596,23506,13.3,9886,9.1
1730902641,23508,13.3,9891,9.1
1730902698,23508,13.3,9891,9.1
1730902717,23508,13.3,9891,9.1
1730902732,23508,13.3,9891,9.1
1730902770,23508,13.3,9891,9.1
1730902773,23508,13.3,9891,9.1
1730902815,23508,13.3,9891,9.1
1730902870,23508,13.3,9891,9.1
1730902916,23508,13.3,9891,9.1
1730902918,23508,13.3,9891,9.1
1730902955,23510,13.3,9893,9.1
1730903009,23510,13.3,9893,9.1
1730903033,23510,13.3,9893,9.1
1730903045,23512,13.3,9894,9.1
1730903214,23513,13.3,9895,9.1
1730903237,23513,13.3,9895,9.1
1730903258,23513,13.3,9895,9.1
1730903285,23513,13.3,9895,9.1
1730903299,23513,13.3,9895,9.1
1730903306,23582,13.3,9920,9.1
1730903345,23582,13.3,9920,9.1
1730903363,23582,13.3,9920,9.1
1730903423,23582,13.3,9920,9.1
1730903450,25198,14.2,10644,9.8
1730903478,25198,14.2,10644,9.8
1730903512,25198,14.2,10644,9.8
1730903528,25198,14.2,10644,9.8
1730903546,25877,14.6,10974,10.1
1730903552,25877,14.6,10974,10.1
1730903620,25877,14.6,10974,10.1
1730903687,25877,14.6,10974,10.1
1730903697,25917,14.6,10997,10.1
1730903711,25917,14.6,10997,10.1
1730903777,25917,14.6,10998,10.1
1730904158,25917,14.6,10998,10.1
1730904326,25917,14.6,10998,10.1
1730904373,25917,14.6,10999,10.1
1730904403,25917,14.6,10999,10.1
1730904426,25919,14.6,11002,10.1
1730904512,25919,14.6,11002,10.1
1730904556,25921,14.6,11005,10.1
1730904600,25921,14.6,11005,10.1
1730904625,25921,14.6,11005,10.1
1730904769,25922,14.6,11006,10.1
1730904952,25922,14.6,11007,10.1
1730905034,25925,14.6,11012,10.1
1730905146,25925,14.6,11012,10.1
1730905186,25925,14.6,11012,10.1
1730905237,25925,14.6,11012,10.1
1730905296,25925,14.6,11012,10.1
1730905398,25925,14.6,11012,10.1
1730905656,25925,14.6,11012,10.1
1730905780,25925,14.6,11012,10.1
1730905936,25925,14.6,11012,10.1
1730905959,25925,14.6,11012,10.1
1730906041,25925,14.6,11012,10.1
1730906071,25928,14.6,11016,10.1
1730906163,25928,14.6,11016,10.1
1730906223,25928,14.6,11016,10.1
1730906259,25928,14.6,11016,10.1
1730906430,25930,14.7,11018,10.1
1730906543,25930,14.7,11019,10.1
1730906589,25930,14.7,11019,10.1
1730906697,25930,14.7,11019,10.1
1730906892,25930,14.7,11019,10.1
1730906925,25931,14.7,11021,10.1
1730907020,25931,14.7,11021,10.1
1730907030,25931,14.7,11021,10.1
1730907046,25931,14.7,11021,10.1
1730907049,25931,14.7,11021,10.1
1730907068,25931,14.7,11021,10.1
1730907089,25931,14.7,11021,10.1
1730907147,25931,14.7,11021,10.1
1730907180,25931,14.7,11021,10.1
1730907368,25931,14.7,11021,10.1
1730907388,25931,14.7,11021,10.1
1730907439,25931,14.7,11021,10.1
1730907596,25947,14.7,11032,10.1
1730907647,25947,14.7,11032,10.1
1730907713,25947,14.7,11032,10.1
1730907720,25947,14.7,11032,10.1
1730907739,25947,14.7,11032,10.1
