time,l_abs,l_per,b_abs,b_per
1724762937,22212,12.5504,9230,8.4700
1724762941,22227,12.5588,9262,8.4994
1724762945,22227,12.5588,9262,8.4994
1724762949,22227,12.5588,9264,8.5012
1724762953,22237,12.5645,9272,8.5085
1724762957,22241,12.5667,9274,8.5104
1724762962,22268,12.5820,9292,8.5269
1724762964,22281,12.5893,9301,8.5351
1724762973,22281,12.5893,9301,8.5351
1724762974,22281,12.5893,9301,8.5351
1724762984,22287,12.5927,9303,8.5370
1724762988,22287,12.5927,9303,8.5370
1724762993,22296,12.5978,9308,8.5416
1724762995,22296,12.5978,9308,8.5416
1724763001,22302,12.6012,9311,8.5443
1724763023,22320,12.6114,9321,8.5535
1724763030,22320,12.6114,9321,8.5535
1724763035,22320,12.6114,9321,8.5535
1724763038,22322,12.6125,9322,8.5544
1724763053,22333,12.6187,9336,8.5673
1724763058,22333,12.6187,9337,8.5682
1724763061,22333,12.6187,9337,8.5682
1724763067,22334,12.6193,9339,8.5700
1724763096,22334,12.6193,9339,8.5700
1724763108,22356,12.6317,9357,8.5865
1724763115,22356,12.6317,9357,8.5865
1724763125,22356,12.6317,9357,8.5865
1724763129,22356,12.6317,9357,8.5865
1724763134,22360,12.6340,9359,8.5884
1724763139,22360,12.6340,9359,8.5884
1724763142,22837,12.9035,9658,8.8627
1724763151,22840,12.9052,9660,8.8646
1724763155,22840,12.9052,9660,8.8646
1724763163,22840,12.9052,9660,8.8646
1724763175,22841,12.9058,9661,8.8655
1724763182,22844,12.9075,9663,8.8673
1724763185,22844,12.9075,9663,8.8673
1724763208,22844,12.9075,9663,8.8673
1724763212,22846,12.9086,9664,8.8683
1724763217,22853,12.9125,9670,8.8738
1724763219,22853,12.9125,9670,8.8738
1724763229,22853,12.9125,9670,8.8738
1724763236,22853,12.9125,9670,8.8738
1724763254,22853,12.9125,9670,8.8738
1724763265,22853,12.9125,9670,8.8738
1724763298,22853,12.9125,9670,8.8738
1724763305,22853,12.9125,9670,8.8738
1724763310,22855,12.9137,9673,8.8765
1724763327,22855,12.9137,9673,8.8765
1724763334,22858,12.9154,9675,8.8783
1724763365,22858,12.9154,9675,8.8783
1724763368,22860,12.9165,9680,8.8829
1724763380,22861,12.9171,9682,8.8848
1724763393,22861,12.9171,9682,8.8848
1724763407,22861,12.9171,9682,8.8848
1724763419,22861,12.9171,9683,8.8857
1724763435,22861,12.9171,9683,8.8857
1724763453,22861,12.9171,9683,8.8857
1724763469,22861,12.9171,9683,8.8857
1724763479,22861,12.9171,9683,8.8857
1724763498,22861,12.9171,9683,8.8857
1724763540,22861,12.9171,9683,8.8857
1724763544,22861,12.9171,9683,8.8857
1724763557,22861,12.9171,9683,8.8857
1724763572,22861,12.9171,9683,8.8857
1724763574,22863,12.9182,9685,8.8875
1724763603,22863,12.9182,9685,8.8875
1724763635,22863,12.9182,9686,8.8884
1724763652,22863,12.9182,9686,8.8884
1724763668,22863,12.9182,9686,8.8884
1724763680,22863,12.9182,9686,8.8884
1724763698,22863,12.9182,9686,8.8884
1724763708,22863,12.9182,9686,8.8884
1724763729,22863,12.9182,9686,8.8884
1724763757,22863,12.9182,9686,8.8884
1724763760,22863,12.9182,9686,8.8884
1724763825,22863,12.9182,9686,8.8884
1724763854,22869,12.9216,9691,8.8930
1724763896,22869,12.9216,9691,8.8930
1724763899,22869,12.9216,9691,8.8930
1724763904,22871,12.9227,9692,8.8939
1724763919,22873,12.9238,9693,8.8949
1724763936,22873,12.9238,9693,8.8949
1724763943,22873,12.9238,9694,8.8958
1724763961,22876,12.9255,9699,8.9004
1724763964,22876,12.9255,9699,8.9004
1724763988,22876,12.9255,9699,8.9004
1724764017,22881,12.9284,9714,8.9141
1724764042,22884,12.9301,9717,8.9169
1724764047,22884,12.9301,9717,8.9169
1724764071,22884,12.9301,9717,8.9169
1724764116,22886,12.9312,9718,8.9178
1724764120,22886,12.9312,9718,8.9178
1724764149,22886,12.9312,9718,8.9178
1724764156,22886,12.9312,9718,8.9178
1724764164,23367,13.2030,9869,9.0564
1724764184,23368,13.2035,9870,9.0573
1724764210,23371,13.2052,9874,9.0610
1724764253,23371,13.2052,9874,9.0610
1724764257,23371,13.2052,9875,9.0619
1724764263,23371,13.2052,9875,9.0619
1724764340,23371,13.2052,9875,9.0619
1724764358,23371,13.2052,9876,9.0628
1724764362,23373,13.2064,9877,9.0637
1724764443,23373,13.2064,9877,9.0637
1724764464,23373,13.2064,9877,9.0637
1724764517,23373,13.2064,9877,9.0637
1724764565,23373,13.2064,9877,9.0637
1724764571,23373,13.2064,9877,9.0637
1724764576,23373,13.2064,9877,9.0637
1724764578,23373,13.2064,9877,9.0637
1724764700,23373,13.2064,9877,9.0637
1724764710,23373,13.2064,9877,9.0637
1724764728,23374,13.2069,9878,9.0646
1724764756,23374,13.2069,9878,9.0646
1724764823,23374,13.2069,9878,9.0646
1724764830,23374,13.2069,9878,9.0646
1724764837,23401,13.2222,9883,9.0692
1724764864,23401,13.2222,9884,9.0701
1724764925,23417,13.2312,9895,9.0802
1724764939,23417,13.2312,9895,9.0802
1724765016,23417,13.2312,9895,9.0802
1724765018,23417,13.2312,9895,9.0802
1724765042,23417,13.2312,9895,9.0802
1724765058,23417,13.2312,9895,9.0802
1724765095,23419,13.2323,9897,9.0821
1724765103,23419,13.2323,9897,9.0821
1724765221,23419,13.2323,9897,9.0821
1724765230,23424,13.2352,9900,9.0848
1724765334,23424,13.2352,9900,9.0848
1724765345,23431,13.2391,9904,9.0885
1724765375,23431,13.2391,9904,9.0885
1724765409,23484,13.2691,9922,9.1050
1724765458,23484,13.2691,9922,9.1050
1724765479,23484,13.2691,9922,9.1050
1724765481,23500,13.2781,9934,9.1160
1724765501,23500,13.2781,9934,9.1160
1724765557,23500,13.2781,9934,9.1160
1724765559,23501,13.2787,9936,9.1179
1724765569,23501,13.2787,9936,9.1179
1724765580,23501,13.2787,9936,9.1179
1724765596,23503,13.2798,9937,9.1188
1724765633,23503,13.2798,9937,9.1188
1724765650,23503,13.2798,9937,9.1188
1724765667,23508,13.2826,9939,9.1206
1724765865,23508,13.2826,9939,9.1206
1724765943,23512,13.2849,9940,9.1215
1724765953,23512,13.2849,9940,9.1215
1724766005,23512,13.2849,9940,9.1215
1724766184,23512,13.2849,9940,9.1215
1724766238,23512,13.2849,9940,9.1215
1724766517,23512,13.2849,9940,9.1215
1724766547,23515,13.2866,9941,9.1224
1724766729,23521,13.2900,9946,9.1270
1724766763,23521,13.2900,9946,9.1270
1724767036,23536,13.2985,9964,9.1435
1724767053,23536,13.2985,9964,9.1435
1724767068,23536,13.2985,9964,9.1435
1724767586,23536,13.2985,9964,9.1435
1724767812,23540,13.3007,9965,9.1445
1724767893,23540,13.3007,9965,9.1445
1724768068,23540,13.3007,9965,9.1445
1724768616,23540,13.3007,9965,9.1445
1724768827,23540,13.3007,9965,9.1445
1724768835,23540,13.3007,9965,9.1445
1724769116,23540,13.3007,9966,9.1454
1724769312,23540,13.3007,9966,9.1454
1724769874,23540,13.3007,9966,9.1454
1724770068,23540,13.3007,9966,9.1454
1724770137,23540,13.3007,9966,9.1454
1724770167,23542,13.3018,9969,9.1481
1724770190,23542,13.3018,9969,9.1481
1724770237,23547,13.3047,9973,9.1518
1724770382,23547,13.3047,9973,9.1518
1724770563,23549,13.3058,9974,9.1527
1724770609,23549,13.3058,9974,9.1527
1724770641,23549,13.3058,9974,9.1527
1724770936,23549,13.3058,9974,9.1527
1724770948,23549,13.3058,9974,9.1527
1724771028,23549,13.3058,9974,9.1527
1724771093,23549,13.3058,9974,9.1527
1724771141,23551,13.3069,9976,9.1546
1724771214,23551,13.3069,9976,9.1546
1724771234,23569,13.3171,9982,9.1601
1724771352,23569,13.3171,9982,9.1601
1724771837,23569,13.3171,9982,9.1601
1724771842,23569,13.3171,9982,9.1601
1724771851,24367,13.7680,10357,9.5042
1724771870,24367,13.7680,10358,9.5051
1724771899,24368,13.7686,10359,9.5060
1724771935,24368,13.7686,10359,9.5060
1724771948,24368,13.7686,10359,9.5060
1724771956,24368,13.7686,10360,9.5069
1724771958,24370,13.7697,10363,9.5097
1724772019,24371,13.7702,10364,9.5106
1724772105,24371,13.7702,10364,9.5106
1724772107,24402,13.7878,10390,9.5345
1724772131,24402,13.7878,10390,9.5345
1724772188,24440,13.8092,10412,9.5547
1724772231,24441,13.8098,10413,9.5556
1724772307,24441,13.8098,10413,9.5556
1724772507,24441,13.8098,10413,9.5556
1724772527,24441,13.8098,10414,9.5565
1724772547,25465,14.3884,10836,9.9437
1724772691,25465,14.3884,10836,9.9437
1724772702,25465,14.3884,10836,9.9437
1724772757,25466,14.3890,10837,9.9447
1724772801,25466,14.3890,10837,9.9447
1724772806,25466,14.3890,10837,9.9447
1724772879,25467,14.3895,10840,9.9474
1724772917,25467,14.3895,10840,9.9474
1724773050,25467,14.3895,10840,9.9474
1724773079,25467,14.3895,10840,9.9474
1724773104,25469,14.3906,10843,9.9502
1724773167,25469,14.3906,10843,9.9502
1724773218,25469,14.3906,10843,9.9502
1724773342,25469,14.3906,10843,9.9502
1724773383,25469,14.3906,10843,9.9502
1724773465,25469,14.3906,10843,9.9502
1724773510,25469,14.3906,10843,9.9502
1724773557,25947,14.6607,11107,10.1924
1724773567,25960,14.6681,11122,10.2062
1724773578,25960,14.6681,11122,10.2062
1724773625,25960,14.6681,11122,10.2062
1724773678,25963,14.6698,11126,10.2099
1724773732,25963,14.6698,11126,10.2099
1724773772,26428,14.9325,11263,10.3356
1724773806,26428,14.9325,11263,10.3356
1724773808,26428,14.9325,11263,10.3356
1724773816,26428,14.9325,11263,10.3356
1724773838,26428,14.9325,11263,10.3356
1724773939,26428,14.9325,11263,10.3356
1724774164,26428,14.9325,11263,10.3356
1724774242,26431,14.9342,11268,10.3402
1724774247,26431,14.9342,11268,10.3402
1724774309,26431,14.9342,11268,10.3402
1724774433,26431,14.9342,11268,10.3402
1724774438,26433,14.9353,11270,10.3420
1724774769,26433,14.9353,11270,10.3420
1724774841,26433,14.9353,11270,10.3420
1724774939,26433,14.9353,11270,10.3420
1724774973,26433,14.9353,11270,10.3420
1724774990,26433,14.9353,11270,10.3420
1724775077,26433,14.9353,11270,10.3420
1724775167,26434,14.9359,11272,10.3438
1724775175,26434,14.9359,11272,10.3438
1724775233,26434,14.9359,11272,10.3438
1724775304,26434,14.9359,11272,10.3438
1724775316,26434,14.9359,11272,10.3438
1724775327,26434,14.9359,11272,10.3438
1724775399,26436,14.9370,11274,10.3457
1724775417,26436,14.9370,11274,10.3457
1724775576,26437,14.9376,11277,10.3484
1724775931,26437,14.9376,11277,10.3484
1724776001,26437,14.9376,11277,10.3484
1724776047,26437,14.9376,11277,10.3484
1724777346,26437,14.9376,11277,10.3484
1724777531,26437,14.9376,11277,10.3484
1724777561,26437,14.9376,11277,10.3484
1724777591,26437,14.9376,11277,10.3484
1724777730,26439,14.9387,11278,10.3494
1724777787,26439,14.9387,11278,10.3494
1724777993,26439,14.9387,11278,10.3494
1724778138,26439,14.9387,11278,10.3494
1724778458,26439,14.9387,11278,10.3494
1724778554,26439,14.9387,11278,10.3494
1724778585,26453,14.9466,11283,10.3539
1724778627,26453,14.9466,11283,10.3539
1724778631,26455,14.9478,11284,10.3549
1724778753,26455,14.9478,11284,10.3549
1724778854,26455,14.9478,11284,10.3549
1724778954,26455,14.9478,11284,10.3549
1724779162,26455,14.9478,11285,10.3558
1724779186,26455,14.9478,11285,10.3558
1724779242,26455,14.9478,11285,10.3558
1724779833,26458,14.9495,11288,10.3585
1724780525,26458,14.9495,11288,10.3585
1724780538,26458,14.9495,11288,10.3585
1724780600,26458,14.9495,11288,10.3585
1724780607,26486,14.9653,11307,10.3760
1724781250,26486,14.9653,11307,10.3760
1724781864,26486,14.9653,11307,10.3760
1724782022,26486,14.9653,11307,10.3760
1724782216,26486,14.9653,11307,10.3760
1724782799,26486,14.9653,11307,10.3760
1724783309,26501,14.9738,11313,10.3815
1724783465,26501,14.9738,11313,10.3815
1724783638,26501,14.9738,11313,10.3815
1724783774,26501,14.9738,11313,10.3815
1724784045,26501,14.9738,11313,10.3815
1724784139,26501,14.9738,11313,10.3815
1724784442,26501,14.9738,11313,10.3815
1724784686,26503,14.9749,11315,10.3833
1724784714,26503,14.9749,11315,10.3833
1724784782,26503,14.9749,11315,10.3833
1724785072,26503,14.9749,11315,10.3833
1724785091,26503,14.9749,11315,10.3833
1724785098,26503,14.9749,11315,10.3833
1724785270,26503,14.9749,11315,10.3833
1724785370,26503,14.9749,11315,10.3833
1724785480,26503,14.9749,11315,10.3833
1724785488,26503,14.9749,11315,10.3833
1724785577,26503,14.9749,11315,10.3833
1724785699,26503,14.9749,11315,10.3833
1724785851,26503,14.9749,11315,10.3833
1724785886,26503,14.9749,11315,10.3833
1724786126,26503,14.9749,11315,10.3833
1724786206,26586,15.0218,11352,10.4173
1724786210,26588,15.0229,11353,10.4182
1724786408,26588,15.0229,11353,10.4182
1724786590,26588,15.0229,11353,10.4182
1724786653,26588,15.0229,11353,10.4182
1724786676,26588,15.0229,11353,10.4182
1724786711,26588,15.0229,11353,10.4182
1724786733,26588,15.0229,11353,10.4182
1724786808,26588,15.0229,11353,10.4182
1724786959,26588,15.0229,11353,10.4182
1724786986,26588,15.0229,11353,10.4182
1724787009,26588,15.0229,11353,10.4182
1724787120,26588,15.0229,11353,10.4182
1724787339,26588,15.0229,11353,10.4182
1724787434,26588,15.0229,11353,10.4182
1724787457,26588,15.0229,11353,10.4182
1724787467,26588,15.0229,11353,10.4182
1724787517,26588,15.0229,11353,10.4182
1724787843,26588,15.0229,11354,10.4191
1724787927,26588,15.0229,11354,10.4191
1724787936,26588,15.0229,11354,10.4191
1724787992,26591,15.0246,11356,10.4209
1724788025,26591,15.0246,11356,10.4209
1724788041,26591,15.0246,11356,10.4209
1724788065,26591,15.0246,11356,10.4209
1724788083,26591,15.0246,11356,10.4209
1724788131,26591,15.0246,11356,10.4209
1724788171,26591,15.0246,11356,10.4209
1724788224,26591,15.0246,11356,10.4209
1724788247,26591,15.0246,11356,10.4209
1724788434,26591,15.0246,11356,10.4209
1724788561,26591,15.0246,11356,10.4209
1724788644,26591,15.0246,11356,10.4209
1724788825,26591,15.0246,11356,10.4209
1724788888,26591,15.0246,11356,10.4209
1724788952,26591,15.0246,11356,10.4209
1724789412,26591,15.0246,11356,10.4209
1724789760,26591,15.0246,11356,10.4209
1724789803,26591,15.0246,11356,10.4209
1724789910,26591,15.0246,11356,10.4209
1724790640,26591,15.0246,11356,10.4209
1724790721,26591,15.0246,11356,10.4209
1724791733,26591,15.0246,11356,10.4209
1724791990,26591,15.0246,11356,10.4209
1724792888,26591,15.0246,11356,10.4209
1724793131,26591,15.0246,11356,10.4209
1724793467,26591,15.0246,11356,10.4209
1724793863,26591,15.0246,11356,10.4209
1724793917,26591,15.0246,11356,10.4209
1724793937,26591,15.0246,11356,10.4209
1724793942,26591,15.0246,11356,10.4209
1724793948,26591,15.0246,11356,10.4209
1724793971,26591,15.0246,11356,10.4209
1724794008,26591,15.0246,11356,10.4209
1724794040,26591,15.0246,11356,10.4209
1724794059,26591,15.0246,11356,10.4209
1724794072,26591,15.0246,11356,10.4209
1724794084,26591,15.0246,11356,10.4209
1724794132,26591,15.0246,11356,10.4209
1724794151,26591,15.0246,11356,10.4209
1724794455,26591,15.0246,11356,10.4209
1724794494,26591,15.0246,11356,10.4209
1724794537,26591,15.0246,11356,10.4209
1724794539,26591,15.0246,11356,10.4209
1724794603,26591,15.0246,11356,10.4209
1724794617,26591,15.0246,11356,10.4209
1724794684,26591,15.0246,11356,10.4209
