time,l_abs,l_per,b_abs,b_per
1731580129,25044,14.2,10630,9.7
1731580439,25188,14.2,10658,9.8
1731580965,25414,14.4,10749,9.9
1731581562,25485,14.4,10799,9.9
1731582004,25578,14.5,10850,9.9
1731582393,25773,14.6,10991,10.1
1731552742,25798,14.6,11010,10.1
1731583519,25801,14.6,11012,10.1
1731584075,25837,14.6,11043,10.1
1731584442,26342,14.9,11216,10.3
1731585418,26490,15.0,11287,10.3
1731585932,26494,15.0,11293,10.3
1731587053,26525,15.0,11310,10.4
1731588194,26544,15.0,11331,10.4
1731589032,26579,15.0,11355,10.4
1731589806,26602,15.0,11374,10.4
1731552749,26606,15.0,11378,10.4
1731591842,26610,15.0,11380,10.4
1731593146,26615,15.0,11382,10.4
1731594975,26617,15.0,11385,10.4
1731597584,26625,15.0,11395,10.4
1731599039,26689,15.1,11437,10.5
1731600602,26701,15.1,11446,10.5
1731601612,26721,15.1,11456,10.5
1731602838,26749,15.1,11466,10.5
1731604233,26762,15.1,11471,10.5
1731552755,26820,15.2,11507,10.5
1731606704,26821,15.2,11509,10.5
1731607509,26841,15.2,11528,10.6
1731609988,26844,15.2,11532,10.6
1731611840,26844,15.2,11532,10.6
1731613118,27295,15.4,11666,10.7
1731614845,27301,15.4,11673,10.7
1731616403,27303,15.4,11675,10.7
1731618489,27303,15.4,11676,10.7
1731620121,27323,15.4,11690,10.7
1731552764,27323,15.4,11691,10.7
1731625447,27328,15.4,11695,10.7
1731626356,27488,15.5,11732,10.8
1731628360,27496,15.5,11737,10.8
1731629970,27498,15.5,11741,10.8
1731631420,27505,15.5,11746,10.8
1731632328,27505,15.5,11747,10.8
1731633811,27505,15.5,11749,10.8
1731635041,27508,15.5,11753,10.8
1731635712,27509,15.5,11755,10.8
1731552779,27509,15.5,11755,10.8
1731637229,27512,15.5,11757,10.8
1731638136,27512,15.5,11757,10.8
1731638499,27512,15.5,11757,10.8
1731552796,27512,15.5,11757,10.8
1731552816,27512,15.5,11758,10.8
1731552825,27512,15.5,11760,10.8
1731552843,27515,15.5,11762,10.8
1731552528,27515,15.5,11762,10.8
1731552885,27519,15.5,11763,10.8
1731552894,27519,15.5,11763,10.8
1731552899,27519,15.5,11763,10.8
1731552925,27519,15.5,11763,10.8
1731552945,27519,15.5,11763,10.8
1731552962,27519,15.5,11763,10.8
1731552974,27519,15.5,11763,10.8
1731552995,27519,15.5,11763,10.8
1731553011,27519,15.5,11763,10.8
1731552584,27532,15.6,11767,10.8
1731553045,27532,15.6,11767,10.8
1731553055,27532,15.6,11767,10.8
1731553072,27538,15.6,11772,10.8
1731553098,27545,15.6,11776,10.8
1731553112,27545,15.6,11776,10.8
1731553131,27547,15.6,11777,10.8
1731553150,27549,15.6,11778,10.8
1731553167,27549,15.6,11778,10.8
1731553183,27549,15.6,11778,10.8
1731552595,27560,15.6,11788,10.8
1731553219,27560,15.6,11788,10.8
1731553245,27560,15.6,11788,10.8
1731553266,27560,15.6,11788,10.8
1731553298,27560,15.6,11788,10.8
1731553325,27560,15.6,11789,10.8
1731553372,27564,15.6,11792,10.8
1731553411,27568,15.6,11794,10.8
1731553453,27568,15.6,11794,10.8
1731553496,27570,15.6,11795,10.8
1731552610,27571,15.6,11796,10.8
1731553644,27571,15.6,11796,10.8
1731553690,27571,15.6,11796,10.8
1731553754,27571,15.6,11797,10.8
1731553855,27573,15.6,11798,10.8
1731553947,27573,15.6,11798,10.8
1731554057,27575,15.6,11799,10.8
1731554152,27575,15.6,11800,10.8
1731554277,27575,15.6,11800,10.8
1731554496,27575,15.6,11800,10.8
1731552629,27575,15.6,11800,10.8
1731554883,27575,15.6,11801,10.8
1731555017,27577,15.6,11802,10.8
1731555277,27577,15.6,11802,10.8
1731555545,27577,15.6,11802,10.8
1731555658,27577,15.6,11802,10.8
1731555744,27577,15.6,11803,10.8
1731555882,27577,15.6,11803,10.8
1731556107,27577,15.6,11803,10.8
1731556384,27577,15.6,11804,10.8
1731552655,27577,15.6,11804,10.8
1731557215,27577,15.6,11804,10.8
1731557598,27582,15.6,11806,10.8
1731557884,27582,15.6,11806,10.8
1731558125,27585,15.6,11809,10.8
1731558541,27587,15.6,11810,10.8
1731558772,27587,15.6,11811,10.8
1731559114,27587,15.6,11815,10.8
1731559393,27589,15.6,11818,10.8
1731559532,27591,15.6,11819,10.8
1731552686,27591,15.6,11819,10.8
1731560116,27592,15.6,11821,10.8
1731560536,27592,15.6,11822,10.8
1731560949,27596,15.6,11824,10.8
1731561580,27603,15.6,11828,10.8
1731561973,27607,15.6,11832,10.8
1731562282,27607,15.6,11834,10.8
1731563056,27609,15.6,11839,10.8
1731563903,27609,15.6,11841,10.9
1731564905,27613,15.6,11844,10.9
1731552700,27616,15.6,11846,10.9
1731567024,27623,15.6,11850,10.9
1731568038,27623,15.6,11850,10.9
1731568938,27625,15.6,11851,10.9
1731570153,27625,15.6,11852,10.9
1731570750,27625,15.6,11852,10.9
1731571705,27627,15.6,11855,10.9
1731572479,27629,15.6,11858,10.9
1731573251,27634,15.6,11863,10.9
1731573512,27636,15.6,11865,10.9
1731552716,27636,15.6,11865,10.9
1731574680,27636,15.6,11865,10.9
1731574974,27636,15.6,11865,10.9
1731575428,27636,15.6,11865,10.9
1731576230,27637,15.6,11867,10.9
1731576547,27639,15.6,11869,10.9
1731577372,27641,15.6,11870,10.9
1731578328,27642,15.6,11871,10.9
1731578940,27642,15.6,11871,10.9
1731579238,27642,15.6,11871,10.9
1731580010,27644,15.6,11873,10.9
