time,l_per,l_abs,b_per,b_abs
1725605571,7615,31.7742,4011,20.3852
1725605582,7615,31.7742,4011,20.3852
1725605704,7615,31.7742,4011,20.3852
1725605768,7615,31.7742,4011,20.3852
1725606033,7615,31.7742,4011,20.3852
1725606037,7624,31.8117,4024,20.4513
1725606173,7624,31.8117,4025,20.4564
1725606302,7632,31.8451,4032,20.4920
1725606422,7632,31.8451,4032,20.4920
1725606431,7632,31.8451,4032,20.4920
1725606909,7632,31.8451,4032,20.4920
1725607020,7633,31.8493,4033,20.4971
1725607024,7633,31.8493,4033,20.4971
1725607884,7633,31.8493,4034,20.5021
1725608087,7652,31.9286,4040,20.5326
1725608383,7658,31.9536,4048,20.5733
1725608508,7658,31.9536,4048,20.5733
1725609034,7670,32.0037,4059,20.6292
1725609286,7670,32.0037,4059,20.6292
1725609291,7670,32.0037,4059,20.6292
1725609441,7670,32.0037,4059,20.6292
1725609774,7670,32.0037,4059,20.6292
1725612354,7670,32.0037,4059,20.6292
1725612524,7674,32.0204,4061,20.6394
1725612529,7676,32.0287,4066,20.6648
1725612762,7676,32.0287,4067,20.6699
1725612782,7676,32.0287,4067,20.6699
1725613074,7684,32.0621,4070,20.6851
1725613106,7684,32.0621,4070,20.6851
1725613111,7684,32.0621,4071,20.6902
1725613204,7684,32.0621,4071,20.6902
1725613376,7684,32.0621,4071,20.6902
1725613383,7684,32.0621,4071,20.6902
1725613453,7725,32.2332,4092,20.7969
1725614015,7783,32.4752,4120,20.9392
1725614359,7783,32.4752,4120,20.9392
1725614431,7783,32.4752,4120,20.9392
1725615166,7783,32.4752,4120,20.9392
1725615177,7783,32.4752,4120,20.9392
1725615653,7816,32.6129,4137,21.0256
1725615657,7816,32.6129,4138,21.0307
1725615664,7816,32.6129,4138,21.0307
1725615668,7816,32.6129,4138,21.0307
1725616323,7943,33.1428,4171,21.1984
1725617809,7943,33.1428,4171,21.1984
1725617908,7943,33.1428,4171,21.1984
1725618391,7987,33.3264,4205,21.3712
1725619247,7987,33.3264,4205,21.3712
1725620271,7987,33.3264,4205,21.3712
1725620798,7991,33.3431,4206,21.3763
1725620827,7991,33.3431,4206,21.3763
1725620956,7992,33.3472,4208,21.3865
1725621767,8010,33.4223,4221,21.4525
1725622094,8010,33.4223,4221,21.4525
1725622334,8010,33.4223,4221,21.4525
1725622365,8010,33.4223,4221,21.4525
1725623521,8010,33.4223,4221,21.4525
1725623526,8010,33.4223,4221,21.4525
1725623860,8010,33.4223,4222,21.4576
1725624976,8010,33.4223,4222,21.4576
1725625244,8010,33.4223,4222,21.4576
1725625732,8010,33.4223,4222,21.4576
1725625736,8010,33.4223,4222,21.4576
1725625742,8031,33.5100,4234,21.5186
1725626322,8031,33.5100,4236,21.5288
1725626462,8031,33.5100,4236,21.5288
1725626541,8031,33.5100,4236,21.5288
1725626874,8050,33.5893,4242,21.5593
1725626928,8050,33.5893,4242,21.5593
1725627998,8050,33.5893,4242,21.5593
1725628003,8050,33.5893,4242,21.5593
1725628664,8050,33.5893,4242,21.5593
1725629560,8050,33.5893,4242,21.5593
1725630817,8050,33.5893,4245,21.5745
1725631777,8050,33.5893,4245,21.5745
1725632136,8050,33.5893,4245,21.5745
1725632420,8050,33.5893,4245,21.5745
1725633279,8050,33.5893,4245,21.5745
1725633576,8051,33.5934,4251,21.6050
1725633708,8051,33.5934,4251,21.6050
1725633763,8051,33.5934,4251,21.6050
1725633984,8051,33.5934,4251,21.6050
1725634630,8051,33.5934,4251,21.6050
1725636868,8052,33.5976,4252,21.6101
1725638198,8052,33.5976,4252,21.6101
1725641435,8052,33.5976,4252,21.6101
1725642057,8052,33.5976,4252,21.6101
1725643641,8052,33.5976,4252,21.6101
1725645516,8052,33.5976,4252,21.6101
1725646731,8052,33.5976,4252,21.6101
1725647514,8052,33.5976,4252,21.6101
1725647914,8052,33.5976,4252,21.6101
1725648745,8052,33.5976,4252,21.6101
1725648964,8052,33.5976,4252,21.6101
1725650268,8052,33.5976,4252,21.6101
1725651338,8052,33.5976,4252,21.6101
1725651346,8061,33.6351,4258,21.6406
1725651354,8061,33.6351,4258,21.6406
